OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV355	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_sp
ASV356	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae_sedis	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella
ASV357	Fungi						
ASV36	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_magnus
ASV361	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis		
ASV364	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_unidentified	Helotiales_unidentified_1	Helotiales_unidentified_1
ASV365	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Dioszegia	Dioszegia_takashimae
ASV367	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	Bionectria_epichloe
ASV368	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_sporotrichioides
ASV369	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_unidentified	Pleosporales_unidentified_1	Pleosporales_unidentified_1
ASV370	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phaeococcomyces	Phaeococcomyces_sp
ASV371	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV372	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Fungi_unidentified_1_1	Fungi_unidentified_1_1	Fungi_unidentified_1_1
ASV373	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_flavescens
ASV374	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae_sedis	Plectosphaerellaceae	Gibellulopsis	Gibellulopsis_nigrescens
ASV375	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria_graminis
ASV38	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV380	Fungi	Ascomycota					
ASV382	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_Incertae_sedis	Myrothecium	
ASV383	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV384	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_Incertae_sedis	Periconia	Periconia_sp
ASV387	Fungi	Ascomycota					
ASV388	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV389	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Auriculibuller	Auriculibuller_fuscus
ASV39	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	
ASV390	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ascomycota_unidentified_1_1	Ascomycota_unidentified_1_1
ASV391	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Edenia	Edenia_gomezpompae
ASV392	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_dimennae
ASV393	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidiella	Leucosporidiella_fragaria
ASV394	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_luteolus
ASV397	Fungi	Ascomycota					
ASV398	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV40	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_ruberrimus
ASV400	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus	Cochliobolus_lunatus
ASV402	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina_confusa
ASV403	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_oryzae
ASV404	Fungi	Ascomycota					
ASV405	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Cryptococcus	Cryptococcus_amylolyticus
ASV406	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
ASV41	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_luteolus
ASV412	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_tephrensis
ASV413	Fungi	Ascomycota					
ASV415	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV416	Fungi						
ASV417	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Schizothyriaceae	Zygophiala	Zygophiala_wisconsinensis
ASV418	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiomycetidae_Incertae_sedis	Exobasidiomycetidae_Incertae_sedis	Tilletiopsis	Tilletiopsis_pallescens
ASV42	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Hannaella	Hannaella_zeae
ASV422	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Bullera	Bullera_variabilis
ASV424	Fungi	Basidiomycota	Tremellomycetes				
ASV427	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica
ASV428	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_luteolus
ASV43	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Dothideomycetes_unidentified_1	Dothideomycetes_unidentified_1
ASV432	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_Incertae_sedis	Erythrobasidium	Erythrobasidium_hasegawianum
ASV434	Fungi						
ASV436	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	Microdochium	Microdochium_bolleyi
ASV437	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phaeococcomyces	Phaeococcomyces_sp
ASV438	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pleospora	Pleospora_alfalfae
ASV439	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Lalaria	Lalaria_carpini
ASV44	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiomycetes_unidentified	Exobasidiomycetes_unidentified_1	Exobasidiomycetes_unidentified_1	Exobasidiomycetes_unidentified_1
ASV441	Fungi						
ASV443	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Fungi_unidentified_1_1	Fungi_unidentified_1_1	Fungi_unidentified_1_1
ASV444	Fungi						
ASV445	Fungi	Ascomycota					
ASV447	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramichloridium	Ramichloridium_cerophilum
ASV448	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Montagnulaceae	Paraphaeosphaeria	Paraphaeosphaeria_michotii
ASV449	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Agaricostilbaceae	Bensingtonia	Bensingtonia_miscanthi
ASV45	Fungi						
ASV450	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_unidentified	Pleosporales_unidentified_1	Pleosporales_unidentified_1
ASV451	Fungi	Ascomycota					
ASV453	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_unidentified	Tremellales_unidentified_1	Tremellales_unidentified_1
ASV455	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Dissoconium	
ASV456	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Fungi_unidentified_1_1	Fungi_unidentified_1_1
ASV46	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Epicoccum	Epicoccum_sorghi
ASV461	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	
ASV462	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_Incertae_sedis	Erythrobasidium	Sporobolomyces_yunnanensis
ASV466	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Dioszegia	Dioszegia_changbaiensis
ASV468	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_floriforme
ASV469	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_sp
ASV47	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Bullera	Cryptococcus_cellulolyticus
ASV471	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae_sedis	Rhodotorula	Rhodotorula_ingeniosa
ASV473	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Lalaria	Lalaria_inositophila
ASV476	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV477	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	
ASV478	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Tetraploa	Tetraploa_aristata
ASV48	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	
ASV480	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	
ASV481	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_nyssicola
ASV482	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella
ASV483	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_Incertae_sedis	Strelitziana	Strelitziana_mali
ASV486	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	Microdochium	Microdochium_bolleyi
ASV487	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botryotinia	Botrytis_caroliniana
ASV488	Fungi	Ascomycota					
ASV49	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	Leptosphaerulina_chartarum
ASV491	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV492	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Kockovaella	
ASV493	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Schizothyriaceae	Zygophiala	Zygophiala_sp
ASV494	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma_fuckelii
ASV496	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV497	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_unidentified	Pleosporales_unidentified_1	Pleosporales_unidentified_1
ASV498	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	
ASV499	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_sp
ASV50	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Dothideomycetes_unidentified_1	Dothideomycetes_unidentified_1
ASV503	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus	Cochliobolus_intermedius
ASV506	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Montagnulaceae	Paraphaeosphaeria	Paraphaeosphaeria_michotii
ASV507	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Pestalotiopsis	Pestalotiopsis_aquatica
ASV509	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Cryptococcus	Cryptococcus_taibaiensis
ASV51	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_oryzae
ASV510	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	Sphaerulina_pseudovirgaureae
ASV511	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV513	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma_tsukubaensis
ASV515	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriales_Incertae_sedis	Khuskia	Khuskia
ASV516	Fungi	Ascomycota					
ASV52	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_sp
ASV520	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Paraphoma	Paraphoma_chrysanthemicola
ASV522	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_Incertae_sedis	Dinemasporium	Dinemasporium_strigosum
ASV523	Fungi	Ascomycota					
ASV524	Fungi	Ascomycota					
ASV525	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae_sedis	Glomerellaceae	Glomerella	
ASV527	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina_confusa
ASV528	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Lalaria	Lalaria_inositophila
ASV531	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_unidentified	Helotiales_unidentified_1	Helotiales_unidentified_1
ASV532	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus	Bipolaris_spicifera
ASV534	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	Occultifur_externus
ASV536	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae_sedis	Rhodotorula	Rhodotorula_nothofagi
ASV538	Fungi	Ascomycota					
ASV539	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botryotinia	Botrytis_caroliniana
ASV54	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV540	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_kyushuense
ASV542	Fungi	Basidiomycota	Agaricomycetes				
ASV544	Fungi	Ascomycota					
ASV546	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriales_Incertae_sedis		
ASV549	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Dothideomycetes_unidentified_1	Dothideomycetes_unidentified_1
ASV55	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_sp
ASV551	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Aspergillus_flavus
ASV552	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Bullera	Bullera_variabilis
ASV553	Fungi	Ascomycota					
ASV555	Fungi	Basidiomycota					
ASV556	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Colletogloeum	Colletogloeum_sp
ASV557	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Ascomycota_unidentified_1	Ascomycota_unidentified_1_1	Ascomycota_unidentified_1_1
ASV56	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_oryzae
ASV561	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_unidentified	Pleosporales_unidentified_1	Pleosporales_unidentified_1
ASV562	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_Incertae_sedis	Strelitziana	Strelitziana_albiziae
ASV563	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Cyphellophora	
ASV564	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus	Cochliobolus_intermedius
ASV565	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Pleosporales_unidentified_1	Pleosporales_unidentified_1
ASV566	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_Incertae_sedis	Toxicocladosporium	Toxicocladosporium_pseudoveloxum
ASV568	Fungi	Ascomycota					
ASV569	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Entyloma	
ASV57	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Dioszegia	Dioszegia_zsoltii
ASV570	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales			
ASV577	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV578	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae_sedis	Rhodotorula	Rhodotorula_sp
ASV579	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_tephrensis
ASV58	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_Incertae_sedis	Leptospora	Leptospora_rubella
ASV580	Fungi	Basidiomycota	Agaricomycetes				
ASV581	Fungi						
ASV585	Fungi						
ASV587	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_bullata
ASV588	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Entyloma	Entyloma
ASV59	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	Microdochium	Microdochium_albescens
ASV590	Fungi	Ascomycota					
ASV591	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_unidentified	Pleosporales_unidentified_1	Pleosporales_unidentified_1
ASV595	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Itersonilia	Itersonilia_perplexans
ASV596	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	Microdochium	Microdochium_majus
ASV598	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_laurentii
ASV599	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_Incertae_sedis	Erythrobasidium	Erythrobasidium_hasegawianum
ASV6	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Dissoconium	Dissoconium_sp
ASV60	Fungi	Ascomycota	Dothideomycetes				
ASV600	Fungi	Ascomycota	Ascomycota_unidentified	Ascomycota_unidentified_1	Ascomycota_unidentified_1	Ascomycota_unidentified_1_1	Ascomycota_unidentified_1_1
ASV601	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium_oxalicum
ASV602	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps_purpurea
ASV603	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Dissoconium	Dissoconium_aciculare
ASV605	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora_sessilis
ASV607	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramichloridium	Ramichloridium_cerophilum
ASV608	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina_carpini
ASV61	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae_sedis	Sporobolomyces	Sporobolomyces_coprosmae
ASV612	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Massarina	Massarina_igniaria
ASV614	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_trichophora
ASV616	Fungi	Ascomycota					
ASV617	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_Incertae_sedis	Wojnowicia	Wojnowicia_viburni
ASV618	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV619	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus	Bipolaris_spicifera
ASV620	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae		
ASV621	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV622	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_Incertae_sedis	Erythrobasidium	Erythrobasidium_hasegawianum
ASV624	Fungi						
ASV625	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae_sedis	Sporobolomyces	Sporobolomyces_sasicola
ASV628	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus	Cochliobolus_pallescens
ASV63	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_equiseti
ASV631	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV632	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_Incertae_sedis	Dothideomycetes_Incertae_sedis	Peltaster	Peltaster_fructicola
ASV635	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_phragmitis
ASV636	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Dioszegia	
ASV637	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae_sedis	Glomerellaceae	Glomerella	Glomerella_magna
ASV638	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
ASV639	Fungi	Ascomycota	Leotiomycetes	Ascomycota_unidentified_1	Ascomycota_unidentified_1	Ascomycota_unidentified_1_1	Ascomycota_unidentified_1_1
ASV64	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_sp
ASV640	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae		
ASV643	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Cryptococcus	Cryptococcus_sp
ASV644	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Stagonospora	Stagonospora_pseudovitensis
ASV645	Fungi	Ascomycota	Dothideomycetes				
ASV648	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Panellus	
ASV649	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV65	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Bullera	Bullera_penniseticola
ASV650	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Schizothyriaceae	Zygophiala	Zygophiala_pomi
ASV652	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus	Cochliobolus_heterostrophus
ASV656	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica
ASV657	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_Incertae_sedis	Dothideomycetes_Incertae_sedis	Leptospora	Leptospora_rubella
ASV66	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_sp
ASV661	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_Incertae_sedis	Stachybotrys	Stachybotrys_sp
ASV663	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe_montana
ASV666	Fungi						
ASV667	Fungi	Basidiomycota	Agaricomycetes				
ASV669	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae_sedis	Rhodotorula	Rhodotorula_nothofagi
ASV67	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_Incertae_sedis	Erythrobasidium	Sporobolomyces_yunnanensis
ASV670	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	
ASV672	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_Incertae_sedis	Dothideomycetes_Incertae_sedis	Rhizopycnis	Rhizopycnis_vagum
ASV673	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Schizothyriaceae	Zygophiala	Zygophiala_wisconsinensis
ASV675	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV678	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	
ASV68	Fungi						
ASV680	Fungi	Ascomycota					
ASV682	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	Sphaerulina_pseudovirgaureae
ASV686	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidiella	Leucosporidiella_fragaria
ASV688	Fungi	Ascomycota					
ASV689	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma_semiliberum
ASV69	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Dothideomycetes_unidentified_1	Dothideomycetes_unidentified_1
ASV691	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_unidentified	Dothideomycetes_unidentified_1	Dothideomycetes_unidentified_1	
ASV692	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_Incertae_sedis	Acremonium	Acremonium_implicatum
ASV693	Fungi	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia_moliniae
ASV698	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_albidus
ASV699	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Cyphellophora	
ASV7	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_Incertae_sedis	Phoma	Phoma_brasiliensis
ASV70	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma_sp
ASV700	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Cryptococcus	Cryptococcus_sp
ASV705	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Coniothyrium	Coniothyrium_sidae
ASV710	Fungi	Basidiomycota					
ASV711	Fungi						
ASV713	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_unidentified	Chaetothyriales_unidentified_1	
ASV718	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV719	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_flavescens
ASV72	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_cerealis
ASV720	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV721	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae_sedis	Bullera	Bullera_variabilis
ASV722	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_Incertae_sedis	Periconia	Periconia_sp
ASV724	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_Incertae_sedis	Exidia	Exidia_glandulosa
ASV727	Fungi	Basidiomycota					
ASV728	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Schizothyriaceae	Zygophiala	Zygophiala_pomi
ASV729	Fungi	Ascomycota					
ASV73	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
