,asv,direction,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s,num
ASV682,ASV682,+,Fungi,100,Ascomycota,100,Dothideomycetes,99,Capnodiales,99,Mycosphaerellaceae,99,Sphaerulina,76,Sphaerulina_pseudovirgaureae|SH212655.06FU,76,682
ASV686,ASV686,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Leucosporidiales,100,Leucosporidiaceae,100,Leucosporidium,98,Leucosporidium_sp|SH212315.06FU,98,686
ASV688,ASV688,+,Fungi,100,Ascomycota,99,,43,,34,,34,,32,,32,688
ASV689,ASV689,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideomycetes_unidentified,97,Dothideomycetes_unidentified_1,97,Dothideomycetes_unidentified_1,97,Dothideomycetes_sp|SH217123.06FU,97,689
ASV691,ASV691,+,Fungi,100,Ascomycota,97,Dothideomycetes,96,Dothideomycetes_unidentified,92,Dothideomycetes_unidentified_1,92,Dothideomycetes_unidentified_1,92,,28,691
ASV692,ASV692,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1_1,100,Ascomycota_sp|SH191577.06FU,100,692
ASV693,ASV693,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Tilletiales,100,Tilletiaceae,100,Tilletia,100,Tilletia_moliniae|SH190706.06FU,70,693
ASV698,ASV698,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Filobasidiales,100,Filobasidiaceae,100,Cryptococcus,100,Cryptococcus_albidus|SH231202.06FU,100,698
ASV699,ASV699,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Chaetothyriales,100,Chaetothyriales_unidentified,100,Chaetothyriales_unidentified_1,100,Chaetothyriales_sp|SH232791.06FU,100,699
ASV700,ASV700,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Cryptococcus_1,100,Cryptococcus_sp|SH197115.06FU,94,700
ASV701,ASV701,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Incertae_sedis_25_unidentified,100,Sporidiobolales_sp|SH228924.06FU,100,701
ASV702,ASV702,+,Fungi,100,Ascomycota,99,Dothideomycetes,98,Capnodiales,98,,38,,33,,33,702
ASV705,ASV705,+,Fungi,100,Ascomycota,100,Dothideomycetes,93,Pleosporales,93,Leptosphaeriaceae,93,Coniothyrium,93,Coniothyrium_sidae|SH196237.06FU,93,705
ASV710,ASV710,+,Fungi,99,,66,,31,,31,,31,,31,,30,710
ASV711,ASV711,+,Fungi,100,,23,,17,,17,,17,,17,,17,711
ASV713,ASV713,+,Fungi,100,Ascomycota,77,Eurotiomycetes,76,Chaetothyriales,76,Chaetothyriales_unidentified,76,Chaetothyriales_unidentified_1,76,,64,713
ASV718,ASV718,+,Fungi,100,Ascomycota,99,Dothideomycetes,83,Pleosporales,82,,47,,34,,32,718
ASV719,ASV719,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellomycetes_unidentified,100,Tremellomycetes_unidentified_1,100,Tremellomycetes_unidentified_1,100,Tremellomycetes_sp|SH219359.06FU,98,719
ASV720,ASV720,+,Fungi,100,Ascomycota,97,,43,,43,,43,,35,,35,720
ASV721,ASV721,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Incertae_sedis_12_unidentified,100,Tremellales_sp|SH223473.06FU,100,721
ASV722,ASV722,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Incertae_sedis_13,100,Periconia,100,Periconia_sp|SH232015.06FU,100,722
ASV724,ASV724,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Auriculariales,100,Incertae_sedis_28,100,Exidia,100,Exidia_sp|SH225274.06FU,100,724
ASV727,ASV727,+,Fungi,100,Basidiomycota,80,,56,,56,,56,,52,,13,727
ASV728,ASV728,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Schizothyriaceae,100,Schizothyriaceae_unidentified,100,Schizothyriaceae_sp|SH232271.06FU,100,728
ASV729,ASV729,+,Fungi,100,Ascomycota,76,,22,,19,,2,,2,,2,729
ASV731,ASV731,+,Fungi,100,Ascomycota,100,Dothideomycetes,99,Capnodiales,99,Teratosphaeriaceae,95,Penidiella,79,Penidiella_sp|SH238983.06FU,79,731
ASV733,ASV733,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1_1,100,Ascomycota_sp|SH224125.06FU,100,733
ASV749,ASV749,+,Fungi,100,Ascomycota,96,Dothideomycetes,78,Pleosporales,77,,63,,63,,63,749
ASV752,ASV752,+,Fungi,100,Ascomycota,93,,68,,57,,43,,24,,24,752
ASV758,ASV758,+,Fungi,100,,30,,11,,11,,11,,9,,9,758
ASV759,ASV759,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Russulales,100,Stereaceae,100,Stereum,97,Stereum_sp_Vega464|SH217926.06FU,97,759
ASV761,ASV761,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH196178.06FU,100,761
ASV762,ASV762,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Incertae_sedis_13,100,Leptosphaerulina,100,Leptosphaerulina_chartarum|SH227423.06FU,100,762
ASV770,ASV770,+,Fungi,100,Ascomycota,87,Dothideomycetes,87,Incertae_sedis_8,76,Incertae_sedis_19,76,Leptospora,76,Leptospora_rubella|SH213116.06FU,76,770
ASV774,ASV774,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Pleosporaceae_unidentified,97,Pleosporaceae_sp|SH224813.06FU,85,774
ASV779,ASV779,+,Fungi,100,Basidiomycota,100,Tremellomycetes,80,Tremellales,80,Incertae_sedis_12,80,Cryptococcus_1,80,Cryptococcus_sp_QMW_2009a|SH209978.06FU,80,779
ASV780,ASV780,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH196178.06FU,100,780
ASV781,ASV781,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Sporobolomyces,100,Sporobolomyces_poonsookiae|SH212598.06FU,99,781
ASV784,ASV784,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Hymenochaetales,100,Incertae_sedis_34,100,Trichaptum,100,Trichaptum_biforme|SH207615.06FU,100,784
ASV786,ASV786,+,Fungi,100,Basidiomycota,99,Agaricomycetes,99,Agaricomycetes_unidentified,94,Agaricomycetes_unidentified_1,94,Agaricomycetes_unidentified_1,94,Agaricomycetes_sp|SH218253.06FU,94,786
ASV788,ASV788,+,Fungi,100,Ascomycota,100,Dothideomycetes,94,Capnodiales,94,Teratosphaeriaceae,89,,57,,57,788
ASV793,ASV793,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,96,Ascomycota_unidentified_1,96,Ascomycota_unidentified_1,96,Ascomycota_unidentified_1_1,96,Ascomycota_sp|SH216151.06FU,96,793
ASV794,ASV794,+,Fungi,100,Ascomycota,94,Dothideomycetes,79,Pleosporales,70,,56,,54,,38,794
ASV801,ASV801,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Chaetothyriales,100,Incertae_sedis_42,100,Strelitziana,100,Strelitziana_africana|SH211992.06FU,100,801
ASV804,ASV804,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Pleosporaceae_unidentified,100,Pleosporaceae_sp|SH224808.06FU,100,804
ASV806,ASV806,+,Fungi,100,Ascomycota,100,Sordariomycetes,97,Hypocreales,97,Bionectriaceae,97,Clonostachys,97,Clonostachys_sp|SH236640.06FU,97,806
ASV808,ASV808,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,96,Ascomycota_unidentified_1,96,Ascomycota_unidentified_1,96,Ascomycota_unidentified_1_1,96,Ascomycota_sp|SH191097.06FU,96,808
ASV811,ASV811,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Bipolaris,96,Bipolaris_microstegii|SH224794.06FU,96,811
ASV817,ASV817,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Sordariomycetes_unidentified,73,Sordariomycetes_unidentified_1,73,Sordariomycetes_unidentified_1,73,,40,817
ASV819,ASV819,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Filobasidiales,78,Filobasidiaceae,78,Cryptococcus,78,Cryptococcus_sp|SH223310.06FU,78,819
ASV820,ASV820,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Agaricales,100,Strophariaceae,99,Psilocybe,94,,61,820
ASV823,ASV823,+,Fungi,100,Ascomycota,88,,44,,33,,33,,26,,26,823
ASV825,ASV825,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Lalaria,94,Lalaria_carpini|SH219277.06FU,82,825
ASV826,ASV826,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Taphrina,100,Taphrina_sp|SH211021.06FU,100,826
ASV827,ASV827,+,Fungi,100,Fungi_unidentified,100,Fungi_unidentified_1,100,Fungi_unidentified_1,100,Fungi_unidentified_1_1,100,Fungi_unidentified_1_1,100,Fungi_sp|SH212316.06FU,100,827
ASV828,ASV828,+,Fungi,100,Ascomycota,100,Incertae_sedis_14,100,Incertae_sedis_15,100,Incertae_sedis_16,100,Torula,100,Torula_sp|SH230789.06FU,100,828
ASV831,ASV831,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Dioszegia,100,Dioszegia_catarinonii|SH196960.06FU,82,831
ASV834,ASV834,+,Fungi,100,,58,,58,,58,,58,,58,,58,834
ASV839,ASV839,+,Fungi,100,Ascomycota,97,,42,,42,,42,,42,,24,839
ASV840,ASV840,+,Fungi,100,,69,,69,,69,,69,,69,,69,840
ASV848,ASV848,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Sporobolomyces,100,Sporobolomyces_gracilis|SH227546.06FU,100,848
ASV854,ASV854,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_unidentified,97,Tremellales_unidentified_1,97,Tremellales_sp|SH229400.06FU,97,854
ASV855,ASV855,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Incertae_sedis_8,100,Incertae_sedis_19,100,Peltaster,100,Peltaster_fructicola|SH241713.06FU,100,855
ASV870,ASV870,+,Fungi,100,Fungi_unidentified,100,Fungi_unidentified_1,100,Fungi_unidentified_1,100,Fungi_unidentified_1_1,100,Fungi_unidentified_1_1,100,Fungi_sp|SH213113.06FU,100,870
ASV873,ASV873,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1_1,100,Ascomycota_sp|SH191099.06FU,100,873
ASV874,ASV874,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Incertae_sedis_13,100,Periconia,100,Periconia_sp_CY137|SH232019.06FU,100,874
ASV878,ASV878,+,Fungi,100,Basidiomycota,100,Tremellomycetes,99,Tremellales,91,Incertae_sedis_12,91,Cryptococcus_1,91,Cryptococcus_paraflavus|SH223311.06FU,91,878
ASV880,ASV880,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,99,Ustilaginales,99,Ustilaginaceae,99,,67,,64,880
ASV882,ASV882,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Russulales,100,Stereaceae,100,Stereum,97,Stereum_hirsutum|SH217928.06FU,93,882
ASV883,ASV883,+,Fungi,100,Ascomycota,97,Sordariomycetes,88,Chaetosphaeriales,75,,60,,60,,44,883
ASV884,ASV884,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,99,Incertae_sedis_12_unidentified,99,Tremellales_sp|SH223473.06FU,99,884
ASV885,ASV885,+,Fungi,100,,23,,23,,23,,23,,23,,9,885
ASV889,ASV889,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Cryptococcus_1,100,Cryptococcus_sp_QMW_2009a|SH209978.06FU,100,889
ASV897,ASV897,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH196178.06FU,100,897
ASV898,ASV898,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Sporobolomyces,100,Sporobolomyces_sp_Vega122|SH212607.06FU,100,898
ASV904,ASV904,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Incertae_sedis_13,100,Periconia,100,Periconia_sp|SH232015.06FU,100,904
ASV905,ASV905,+,Fungi,100,Ascomycota,100,,64,,64,,64,,64,,60,905
ASV907,ASV907,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Corticiales,100,Corticiaceae,100,Waitea,100,Rhizoctonia_zeae|SH211230.06FU,100,907
ASV911,ASV911,+,Fungi,100,Ascomycota,100,Dothideomycetes,83,Pleosporales,83,,67,,24,,22,911
ASV912,ASV912,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Incertae_sedis_3,100,Myrothecium,100,,39,912
ASV916,ASV916,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Incertae_sedis_7,100,Apiosporaceae,100,Arthrinium,100,Arthrinium_pseudospegazzinii|SH233386.06FU,99,916
ASV924,ASV924,+,Fungi,100,Ascomycota,77,,15,,15,,15,,12,,12,924
ASV927,ASV927,+,Fungi,100,,65,,65,,65,,65,,65,,65,927
ASV930,ASV930,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH217121.06FU,100,930
ASV931,ASV931,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideales,100,Dothideaceae,100,Endoconidioma,100,Endoconidioma_populi|SH231447.06FU,100,931
ASV934,ASV934,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,98,,39,,37,,37,934
ASV936,ASV936,+,Fungi,100,Ascomycota,92,Dothideomycetes,70,,67,,62,,58,,58,936
ASV937,ASV937,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Cryptococcus_1,100,Cryptococcus_dimennae|SH197113.06FU,100,937
ASV940,ASV940,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Russulales,100,Peniophoraceae,97,,44,,37,940
ASV942,ASV942,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Cordycipitaceae,100,Isaria,100,Isaria_sp|SH235678.06FU,100,942
ASV946,ASV946,+,Fungi,100,Ascomycota,95,Dothideomycetes,89,Pleosporales,88,Pleosporales_unidentified,77,Pleosporales_unidentified_1,77,Pleosporales_sp|SH241497.06FU,77,946
ASV948,ASV948,+,Fungi,100,Ascomycota,100,,62,,62,,62,,62,,59,948
ASV950,ASV950,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Lophiostomataceae,100,Lophiostoma,100,Lophiostoma_fuckelii|SH237048.06FU,100,950
ASV951,ASV951,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Agaricales,100,Schizophyllaceae,100,Schizophyllum,100,Schizophyllum_commune|SH214159.06FU,100,951
ASV954,ASV954,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Agaricales,100,Strophariaceae,86,,69,,51,954
ASV955,ASV955,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Pleosporaceae_unidentified,100,Pleosporaceae_sp|SH212467.06FU,100,955
ASV961,ASV961,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,94,Ascomycota_unidentified_1,94,Ascomycota_unidentified_1,94,Ascomycota_unidentified_1_1,94,Ascomycota_sp|SH191577.06FU,94,961
ASV964,ASV964,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,97,Pleosporales_unidentified_1,97,Pleosporales_sp|SH238736.06FU,97,964
ASV966,ASV966,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,91,Passalora,71,Passalora_loranthi|SH212677.06FU,71,966
ASV977,ASV977,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Xylariales,100,Incertae_sedis_9,100,Microdochium,100,Microdochium_sp_E9023a|SH216936.06FU,94,977
ASV981,ASV981,+,Fungi,100,Ascomycota,97,Dothideomycetes,92,Pleosporales,92,Lophiostomataceae,88,Lophiostoma,88,,60,981
ASV982,ASV982,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Leptosphaeriaceae,100,Coniothyrium,100,Coniothyrium_sp_JK27|SH233607.06FU,100,982
ASV988,ASV988,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Sordariomycetes_unidentified,98,Sordariomycetes_unidentified_1,98,Sordariomycetes_unidentified_1,98,,59,988
ASV989,ASV989,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Polyporales,100,Meruliaceae,100,Phlebia,100,,67,989
ASV993,ASV993,+,Fungi,100,Basidiomycota,97,Agaricomycetes,95,,54,,54,,54,,40,993
ASV994,ASV994,+,Fungi,100,Ascomycota,100,Dothideomycetes,99,Pleosporales,99,Leptosphaeriaceae,99,Leptosphaeriaceae_unidentified,99,Leptosphaeriaceae_sp|SH225740.06FU,99,994
ASV995,ASV995,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Agaricales,100,Schizophyllaceae,100,Schizophyllum,100,Schizophyllum_commune|SH214159.06FU,100,995
ASV997,ASV997,+,Fungi,100,Ascomycota,100,Dothideomycetes,97,Capnodiales,96,,32,,32,,32,997
ASV998,ASV998,+,Fungi,100,Basidiomycota,100,Basidiomycota_unidentified,100,Basidiomycota_unidentified_1,100,Basidiomycota_unidentified_1,100,Basidiomycota_unidentified_1_1,100,Basidiomycota_sp|SH240850.06FU,100,998
ASV1009,ASV1009,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Incertae_sedis_3,100,Myrothecium,100,Myrothecium_gramineum|SH227386.06FU,100,1009
ASV1024,ASV1024,+,Fungi,100,Ascomycota,88,,64,,55,,38,,22,,20,1024
ASV1031,ASV1031,+,Fungi,100,Ascomycota,81,,6,,6,,6,,4,,4,1031
ASV1033,ASV1033,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Rhodotorula,100,Rhodotorula_vanillica|SH212311.06FU,100,1033
ASV1057,ASV1057,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Septoria,100,Septoria_arundinacea|SH207008.06FU,100,1057
ASV1060,ASV1060,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Russulales,100,Peniophoraceae,100,Peniophora,95,Peniophora_laxitexta|SH234597.06FU,95,1060
ASV1063,ASV1063,+,Fungi,100,Ascomycota,86,,48,,48,,46,,46,,45,1063
ASV1064,ASV1064,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Diaporthales,100,Diaporthales_unidentified,98,Diaporthales_unidentified_1,98,Diaporthales_sp|SH194734.06FU,98,1064
ASV1066,ASV1066,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Agaricomycetes_unidentified,100,Agaricomycetes_unidentified_1,100,Agaricomycetes_unidentified_1,100,Agaricomycetes_sp|SH205543.06FU,100,1066
ASV1067,ASV1067,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Entylomatales,100,Entylomataceae,100,Entyloma,100,,68,1067
ASV1076,ASV1076,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Chaetothyriales,100,Chaetothyriales_unidentified,100,Chaetothyriales_unidentified_1,100,Chaetothyriales_sp|SH201524.06FU,100,1076
ASV1079,ASV1079,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1_1,100,Ascomycota_sp|SH213440.06FU,97,1079
ASV1086,ASV1086,+,Fungi,100,Ascomycota,100,Sordariomycetes,92,,60,,60,,60,,60,1086
ASV1087,ASV1087,+,Fungi,100,Basidiomycota,97,Tremellomycetes,79,Filobasidiales,75,,62,,55,,54,1087
ASV1090,ASV1090,+,Fungi,100,Ascomycota,76,,60,,60,,60,,60,,28,1090
ASV1110,ASV1110,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Tilletiales,100,Tilletiaceae,100,Tilletia,100,Tilletia_sp_Vega383|SH190710.06FU,100,1110
ASV1112,ASV1112,+,Fungi,100,Ascomycota,84,Dothideomycetes,84,Pleosporales,84,Incertae_sedis_13,84,Periconia,84,,69,1112
ASV1113,ASV1113,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideomycetes_unidentified,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_sp|SH217123.06FU,100,1113
ASV1117,ASV1117,+,Fungi,100,Ascomycota,100,Sordariomycetes,91,,65,,54,,12,,12,1117
ASV1118,ASV1118,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Incertae_sedis_3,100,Incertae_sedis_3_unidentified,97,Hypocreales_sp|SH211523.06FU,92,1118
ASV1123,ASV1123,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH232018.06FU,100,1123
ASV1124,ASV1124,+,Fungi,100,Ascomycota,85,,57,,52,,22,,13,,13,1124
ASV1127,ASV1127,+,Fungi,100,Basidiomycota,94,Agaricomycetes,92,Auriculariales,86,Incertae_sedis_28,73,,47,,36,1127
ASV1131,ASV1131,+,Fungi,100,Basidiomycota,98,Agaricomycetes,98,Polyporales,98,Phanerochaetaceae,96,Byssomerulius,96,Byssomerulius_sp|SH205547.06FU,96,1131
ASV1136,ASV1136,+,Fungi,100,Basidiomycota,100,Basidiomycota_unidentified,100,Basidiomycota_unidentified_1,100,Basidiomycota_unidentified_1,100,Basidiomycota_unidentified_1_1,100,Basidiomycota_sp|SH209801.06FU,100,1136
ASV1181,ASV1181,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Chaetothyriales,100,Incertae_sedis_42,100,Strelitziana,100,Strelitziana_africana|SH211992.06FU,100,1181
ASV1196,ASV1196,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Polyporales,100,Meruliaceae,100,Phlebia,100,Phlebia_fuscoatra|SH216653.06FU,100,1196
ASV1227,ASV1227,+,Fungi,100,Basidiomycota,97,Agaricomycetes,96,,61,,45,,35,,24,1227
