,asv,direction,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s,num
ASV393,ASV393,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Leucosporidiales,100,Leucosporidiaceae,100,Leucosporidium,100,Leucosporidium_sp|SH212315.06FU,100,393
ASV394,ASV394,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Incertae_sedis_12_unidentified,92,Tremellales_sp|SH197180.06FU,92,394
ASV397,ASV397,+,Fungi,100,Ascomycota,83,,5,,5,,5,,1,,1,397
ASV398,ASV398,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,98,,61,,25,,21,398
ASV400,ASV400,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Pleosporaceae_unidentified,100,Pleosporaceae_sp|SH224799.06FU,98,400
ASV402,ASV402,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Taphrina,100,Taphrina_confusa|SH211014.06FU,97,402
ASV403,ASV403,+,Fungi,100,Ascomycota,100,Dothideomycetes,79,Pleosporales,79,Phaeosphaeriaceae,77,Phaeosphaeriaceae_unidentified,73,Phaeosphaeriaceae_sp|SH206983.06FU,72,403
ASV404,ASV404,+,Fungi,100,,30,,30,,30,,30,,30,,29,404
ASV405,ASV405,+,Fungi,100,Basidiomycota,94,Tremellomycetes,91,Tremellales,91,Incertae_sedis_12,91,Cryptococcus_1,89,Cryptococcus_aff_amylolyticus_AS_22501|SH223364.06FU,85,405
ASV406,ASV406,+,Fungi,100,Ascomycota,100,Dothideomycetes,97,Capnodiales,96,Teratosphaeriaceae,75,,45,,42,406
ASV412,ASV412,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,99,Cryptococcus_1,99,Cryptococcus_sp|SH198056.06FU,99,412
ASV413,ASV413,+,Fungi,100,Ascomycota,93,,37,,5,,5,,5,,5,413
ASV415,ASV415,+,Fungi,100,Ascomycota,85,Dothideomycetes,75,,64,,50,,42,,42,415
ASV416,ASV416,+,Fungi,100,,39,,18,,15,,15,,6,,6,416
ASV417,ASV417,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Schizothyriaceae,100,Zygophiala,100,Zygophiala_wisconsinensis|SH232272.06FU,100,417
ASV418,ASV418,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Exobasidiomycetes_unidentified,100,Exobasidiomycetes_unidentified_1,100,Exobasidiomycetes_unidentified_1,100,Exobasidiomycetes_sp|SH199847.06FU,100,418
ASV421,ASV421,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Cryptococcus_1,100,Cryptococcus_rajasthanensis|SH229455.06FU,100,421
ASV422,ASV422,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Incertae_sedis_12_unidentified,100,Tremellales_sp|SH223473.06FU,100,422
ASV424,ASV424,+,Fungi,100,Basidiomycota,100,Tremellomycetes,70,,69,,69,,69,,69,424
ASV427,ASV427,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Alternaria,100,Alternaria_metachromatica|SH224792.06FU,100,427
ASV428,ASV428,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Incertae_sedis_12_unidentified,80,Tremellales_sp|SH197180.06FU,80,428
ASV432,ASV432,+,Fungi,100,Basidiomycota,100,Cystobasidiomycetes,97,Erythrobasidiales,97,Incertae_sedis_41,97,Erythrobasidium,97,Erythrobasidium_hasegawianum|SH239324.06FU,97,432
ASV434,ASV434,+,Fungi,100,,51,,10,,10,,8,,6,,5,434
ASV436,ASV436,+,Fungi,100,Ascomycota,99,Sordariomycetes,99,Xylariales,99,Incertae_sedis_9,99,Microdochium,99,Microdochium_sp_E9023a|SH216936.06FU,94,436
ASV437,ASV437,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Chaetothyriales,100,Herpotrichiellaceae,100,Phaeococcomyces,90,Phaeococcomyces_sp|SH217607.06FU,90,437
ASV438,ASV438,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Pleospora,100,Pleospora_herbarum|SH224791.06FU,100,438
ASV439,ASV439,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Lalaria,98,Lalaria_carpini|SH219277.06FU,72,439
ASV441,ASV441,+,Fungi,100,,40,,21,,21,,8,,7,,7,441
ASV443,ASV443,+,Fungi,100,Fungi_unidentified,100,Fungi_unidentified_1,100,Fungi_unidentified_1,100,Fungi_unidentified_1_1,100,Fungi_unidentified_1_1,100,Fungi_sp|SH213113.06FU,100,443
ASV444,ASV444,+,Fungi,100,,58,,30,,27,,15,,15,,10,444
ASV445,ASV445,+,Fungi,100,Ascomycota,99,,50,,32,,32,,30,,30,445
ASV447,ASV447,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Zasmidium,94,Zasmidium_nocoxi|SH212667.06FU,94,447
ASV448,ASV448,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1_1,100,Ascomycota_sp|SH224125.06FU,100,448
ASV449,ASV449,+,Fungi,100,Basidiomycota,100,Agaricostilbomycetes,100,Agaricostilbales,100,Agaricostilbaceae,100,Bensingtonia,100,Bensingtonia_miscanthi|SH241675.06FU,100,449
ASV450,ASV450,+,Fungi,100,Ascomycota,96,Dothideomycetes,93,Pleosporales,92,Pleosporales_unidentified,92,Pleosporales_unidentified_1,92,Pleosporales_sp|SH203351.06FU,80,450
ASV451,ASV451,+,Fungi,100,Ascomycota,80,,55,,51,,27,,17,,12,451
ASV453,ASV453,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_unidentified,76,Tremellales_unidentified_1,76,Tremellales_sp|SH229400.06FU,76,453
ASV455,ASV455,+,Fungi,100,Ascomycota,99,Dothideomycetes,93,Capnodiales,92,Mycosphaerellaceae,92,,64,,59,455
ASV456,ASV456,+,Fungi,100,Fungi_unidentified,98,Fungi_unidentified_1,98,Fungi_unidentified_1,98,Fungi_unidentified_1_1,98,Fungi_unidentified_1_1,98,Fungi_sp|SH235748.06FU,92,456
ASV461,ASV461,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,91,,67,,67,461
ASV462,ASV462,+,Fungi,100,Basidiomycota,100,Cystobasidiomycetes,81,Erythrobasidiales,81,Incertae_sedis_41,81,Erythrobasidium,81,Erythrobasidium_hasegawianum|SH239324.06FU,81,462
ASV466,ASV466,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Dioszegia,100,Dioszegia_changbaiensis|SH196971.06FU,100,466
ASV468,ASV468,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Filobasidiales,100,Filobasidiaceae,100,Filobasidium,100,Filobasidium_floriforme|SH216500.06FU,100,468
ASV469,ASV469,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Cryptococcus_1,97,Cryptococcus_sp_UFMG_BRO506|SH229460.06FU,77,469
ASV471,ASV471,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Rhodotorula,100,Rhodotorula_vanillica|SH212311.06FU,100,471
ASV473,ASV473,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Lalaria,100,Lalaria_inositophila|SH219275.06FU,89,473
ASV476,ASV476,+,Fungi,100,Ascomycota,95,Dothideomycetes,79,Pleosporales,75,,15,,14,,6,476
ASV477,ASV477,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,93,Ustilaginales,93,Ustilaginaceae,93,,45,,39,477
ASV478,ASV478,+,Fungi,100,Ascomycota,94,Dothideomycetes,74,Pleosporales,72,,64,,64,,64,478
ASV480,ASV480,+,Fungi,100,Chytridiomycota,86,Chytridiomycetes,79,Spizellomycetales,71,Spizellomycetaceae,71,Spizellomyces,70,,32,480
ASV481,ASV481,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Mycosphaerella,100,Mycosphaerella_nyssicola|SH216155.06FU,100,481
ASV482,ASV482,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideomycetes_unidentified,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_sp|SH216152.06FU,100,482
ASV483,ASV483,+,Fungi,100,Ascomycota,99,,68,,68,,68,,68,,54,483
ASV486,ASV486,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Xylariales,100,Incertae_sedis_9,100,Microdochium,100,Microdochium_sp_E9023a|SH216936.06FU,95,486
ASV487,ASV487,+,Fungi,100,Ascomycota,100,Leotiomycetes,100,Helotiales,100,Sclerotiniaceae,100,Botrytis,99,Botrytis_caroliniana|SH237443.06FU,99,487
ASV488,ASV488,+,Fungi,100,Ascomycota,93,,27,,14,,14,,14,,12,488
ASV491,ASV491,+,Fungi,100,Ascomycota,97,Dothideomycetes,86,Pleosporales,83,Lophiostomataceae,74,Lophiostoma,74,,57,491
ASV492,ASV492,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Kockovaella,100,,50,492
ASV493,ASV493,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Schizothyriaceae,100,Schizothyriaceae_unidentified,96,Schizothyriaceae_sp|SH232271.06FU,96,493
ASV494,ASV494,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Lophiostomataceae,100,Lophiostoma,100,Lophiostoma_fuckelii|SH237048.06FU,100,494
ASV496,ASV496,+,Fungi,100,,52,,52,,51,,51,,51,,49,496
ASV497,ASV497,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH231238.06FU,100,497
ASV498,ASV498,+,Fungi,100,Basidiomycota,95,Agaricostilbomycetes,88,Agaricostilbales,88,Chionosphaeraceae,87,Kurtzmanomyces,87,,34,498
ASV499,ASV499,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH206981.06FU,97,499
ASV503,ASV503,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Pleosporaceae_unidentified,100,Pleosporaceae_sp|SH224819.06FU,99,503
ASV506,ASV506,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1_1,100,Ascomycota_sp|SH224125.06FU,100,506
ASV507,ASV507,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Xylariales,100,Amphisphaeriaceae,100,Pestalotiopsis,100,Pestalotiopsis_foedans|SH222074.06FU,100,507
ASV509,ASV509,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,100,Cryptococcus_1,100,Cryptococcus_aff_taibaiensis_IMUFRJ_51982|SH198061.06FU,100,509
ASV510,ASV510,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Sphaerulina,87,Sphaerulina_pseudovirgaureae|SH212655.06FU,87,510
ASV511,ASV511,+,Fungi,100,Ascomycota,92,,39,,39,,39,,39,,39,511
ASV513,ASV513,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,99,Ustilaginales,99,Ustilaginaceae,99,Ustilaginaceae_unidentified,99,Ustilaginaceae_sp|SH237196.06FU,99,513
ASV515,ASV515,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Trichosphaeriales,100,Incertae_sedis_26,100,Incertae_sedis_26_unidentified,100,Trichosphaeriales_sp|SH237073.06FU,83,515
ASV516,ASV516,+,Fungi,100,,21,,10,,9,,9,,9,,9,516
ASV520,ASV520,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH196178.06FU,100,520
ASV522,ASV522,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Xylariales,76,Incertae_sedis_9,76,Dinemasporium,76,Dinemasporium_americana|SH222848.06FU,76,522
ASV523,ASV523,+,Fungi,100,Ascomycota,93,,62,,59,,34,,34,,22,523
ASV524,ASV524,+,Fungi,100,Ascomycota,85,,18,,7,,7,,7,,7,524
ASV525,ASV525,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Incertae_sedis_7,100,Glomerellaceae,100,,69,,45,525
ASV527,ASV527,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Taphrina,100,Taphrina_confusa|SH211014.06FU,97,527
ASV528,ASV528,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Lalaria,100,Lalaria_inositophila|SH219275.06FU,89,528
ASV531,ASV531,+,Fungi,100,Ascomycota,100,Leotiomycetes,100,Helotiales,100,Helotiales_unidentified,100,Helotiales_unidentified_1,100,Helotiales_sp|SH191096.06FU,100,531
ASV532,ASV532,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,,58,,38,532
ASV534,ASV534,+,Fungi,100,Basidiomycota,100,Cystobasidiomycetes,99,Erythrobasidiales,87,Erythrobasidiales_unidentified,87,Erythrobasidiales_unidentified_1,87,Erythrobasidiales_sp|SH227566.06FU,87,534
ASV536,ASV536,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Rhodotorula,100,Rhodotorula_nothofagi|SH223682.06FU,100,536
ASV538,ASV538,+,Fungi,100,Ascomycota,99,,53,,40,,40,,38,,38,538
ASV539,ASV539,+,Fungi,100,Ascomycota,100,Leotiomycetes,100,Helotiales,100,Sclerotiniaceae,100,Botrytis,99,Botrytis_caroliniana|SH237443.06FU,99,539
ASV540,ASV540,+,Fungi,100,,31,,31,,31,,31,,31,,26,540
ASV542,ASV542,+,Fungi,100,,66,,60,,22,,22,,20,,20,542
ASV544,ASV544,+,Fungi,100,Ascomycota,84,,67,,40,,19,,19,,17,544
ASV546,ASV546,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,,53,,53,,53,,29,546
ASV549,ASV549,+,Fungi,100,Ascomycota,100,Dothideomycetes,98,Dothideomycetes_unidentified,95,Dothideomycetes_unidentified_1,95,Dothideomycetes_unidentified_1,95,Dothideomycetes_sp|SH227809.06FU,95,549
ASV551,ASV551,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Eurotiales,100,Trichocomaceae,100,Aspergillus,100,Aspergillus_flavus|SH225571.06FU,98,551
ASV552,ASV552,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Incertae_sedis_12,99,Incertae_sedis_12_unidentified,99,Tremellales_sp|SH223473.06FU,99,552
ASV553,ASV553,+,Fungi,100,Ascomycota,78,,21,,21,,21,,14,,14,553
ASV555,ASV555,+,Fungi,100,Basidiomycota,75,,44,,44,,33,,33,,20,555
ASV556,ASV556,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Colletogloeum,100,Colletogloeum_sp|SH220698.06FU,100,556
ASV557,ASV557,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1_1,100,Ascomycota_sp|SH237537.06FU,100,557
ASV561,ASV561,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH232020.06FU,100,561
ASV562,ASV562,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Chaetothyriales,100,Incertae_sedis_42,100,Strelitziana,100,Strelitziana_albiziae|SH211993.06FU,100,562
ASV563,ASV563,+,Fungi,100,Ascomycota,87,Eurotiomycetes,87,Chaetothyriales,87,,52,,52,,52,563
ASV564,ASV564,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Pleosporaceae_unidentified,100,Pleosporaceae_sp|SH224815.06FU,77,564
ASV565,ASV565,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_unidentified,100,Pleosporales_unidentified_1,100,Pleosporales_sp|SH206986.06FU,100,565
ASV566,ASV566,+,Fungi,100,Ascomycota,99,Dothideomycetes,99,Capnodiales,99,Incertae_sedis_17,99,Toxicocladosporium,99,Toxicocladosporium_strelitziae|SH196751.06FU,92,566
ASV568,ASV568,+,Fungi,100,,30,,30,,30,,30,,30,,30,568
ASV569,ASV569,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Entylomatales,100,Entylomataceae,100,Entyloma,100,,53,569
ASV570,ASV570,+,Fungi,100,Ascomycota,92,Dothideomycetes,92,Botryosphaeriales,87,,58,,58,,58,570
ASV576,ASV576,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Filobasidiales,100,Filobasidiaceae,87,Filobasidium,87,Filobasidium_floriforme|SH216500.06FU,87,576
ASV577,ASV577,+,Fungi,100,Ascomycota,90,,58,,55,,55,,53,,51,577
ASV578,ASV578,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Rhodotorula,100,Rhodotorula_sp_YM24636|SH227561.06FU,73,578
ASV579,ASV579,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_unidentified,91,Tremellales_unidentified_1,91,Tremellales_sp|SH198062.06FU,91,579
ASV580,ASV580,+,Fungi,100,,64,,64,,64,,64,,64,,63,580
ASV581,ASV581,+,Fungi,100,,59,,12,,12,,8,,8,,8,581
ASV585,ASV585,+,Fungi,100,,57,,8,,8,,8,,8,,7,585
ASV587,ASV587,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,Ustilago,100,Ustilago_tritici|SH237193.06FU,100,587
ASV588,ASV588,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Exobasidiomycetes_unidentified,100,Exobasidiomycetes_unidentified_1,100,Exobasidiomycetes_unidentified_1,100,Exobasidiomycetes_sp|SH228428.06FU,100,588
ASV590,ASV590,+,Fungi,100,Ascomycota,92,,42,,42,,42,,42,,40,590
ASV591,ASV591,+,Fungi,100,Ascomycota,99,Dothideomycetes,97,Pleosporales,96,Pleosporales_unidentified,94,Pleosporales_unidentified_1,94,Pleosporales_sp|SH203351.06FU,87,591
ASV595,ASV595,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Cystofilobasidiales,100,Cystofilobasidiaceae,100,Itersonilia,100,Itersonilia_perplexans|SH217649.06FU,100,595
ASV596,ASV596,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Xylariales,100,Incertae_sedis_9,100,Monographella,100,Monographella_nivalis|SH216927.06FU,100,596
ASV598,ASV598,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellomycetes_unidentified,100,Tremellomycetes_unidentified_1,100,Tremellomycetes_unidentified_1,100,Tremellomycetes_sp|SH195372.06FU,100,598
ASV599,ASV599,+,Fungi,100,Basidiomycota,100,Cystobasidiomycetes,92,Erythrobasidiales,92,Incertae_sedis_41,92,Erythrobasidium,92,Erythrobasidium_hasegawianum|SH239324.06FU,92,599
ASV600,ASV600,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,96,Ascomycota_unidentified_1,96,Ascomycota_unidentified_1,96,Ascomycota_unidentified_1_1,96,Ascomycota_sp|SH191097.06FU,96,600
ASV601,ASV601,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Eurotiales,100,Trichocomaceae,100,Trichocomaceae_unidentified,100,Trichocomaceae_sp|SH201031.06FU,100,601
ASV602,ASV602,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Clavicipitaceae,100,Claviceps,100,Claviceps_purpurea|SH232453.06FU,100,602
ASV603,ASV603,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Dissoconium,100,Dissoconium_proteae|SH197939.06FU,100,603
ASV605,ASV605,+,Fungi,100,Ascomycota,100,Eurotiomycetes,95,Chaetothyriales,94,Chaetothyriales_unidentified,84,Chaetothyriales_unidentified_1,84,Chaetothyriales_sp|SH219207.06FU,81,605
ASV607,ASV607,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Zasmidium,86,Zasmidium_nocoxi|SH212667.06FU,86,607
ASV608,ASV608,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Taphrina,100,Taphrina_dearnessii|SH215197.06FU,100,608
ASV612,ASV612,+,Fungi,100,Ascomycota,99,Dothideomycetes,99,Pleosporales,99,Incertae_sedis_13,97,Periconia,97,Periconia_sp|SH196127.06FU,87,612
ASV614,ASV614,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,Ustilago,100,Ustilago_longissima_var._macrospora|SH237194.06FU,100,614
ASV616,ASV616,+,Fungi,100,Ascomycota,91,,23,,13,,5,,5,,5,616
ASV617,ASV617,+,Fungi,100,Ascomycota,100,Incertae_sedis_14,90,Incertae_sedis_15,90,Incertae_sedis_16,90,Wojnowicia,90,Wojnowicia_viburni|SH207003.06FU,90,617
ASV618,ASV618,+,Fungi,100,Ascomycota,100,Dothideomycetes,98,Capnodiales,95,,44,,44,,17,618
ASV619,ASV619,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Pleosporaceae_unidentified,100,Pleosporaceae_sp|SH224795.06FU,89,619
ASV620,ASV620,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,85,Ustilaginales,85,Ustilaginaceae,85,,38,,27,620
ASV621,ASV621,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,99,,39,,33,,33,621
ASV622,ASV622,+,Fungi,100,Basidiomycota,100,Cystobasidiomycetes,100,Erythrobasidiales,100,Incertae_sedis_41,100,Erythrobasidium,100,Erythrobasidium_hasegawianum|SH239324.06FU,100,622
ASV624,ASV624,+,Fungi,100,,47,,47,,47,,47,,47,,47,624
ASV625,ASV625,+,Fungi,100,Basidiomycota,99,Microbotryomycetes,99,Sporidiobolales,99,Incertae_sedis_25,99,Sporobolomyces,99,,58,625
ASV628,ASV628,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Pleosporaceae_unidentified,100,Pleosporaceae_sp|SH224808.06FU,100,628
ASV631,ASV631,+,Fungi,100,Ascomycota,98,Dothideomycetes,77,,32,,32,,32,,27,631
ASV632,ASV632,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Incertae_sedis_8,100,Incertae_sedis_19,100,Peltaster,100,Peltaster_fructicola|SH241713.06FU,100,632
ASV635,ASV635,+,Fungi,100,Ascomycota,100,,58,,58,,58,,58,,57,635
ASV636,ASV636,+,Fungi,100,Basidiomycota,98,Tremellomycetes,98,Tremellales,98,Incertae_sedis_12,97,Dioszegia,92,,32,636
ASV637,ASV637,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Incertae_sedis_7,100,Glomerellaceae,100,Glomerellaceae_unidentified,100,Glomerellaceae_sp|SH233480.06FU,100,637
ASV638,ASV638,+,Fungi,100,Ascomycota,89,Dothideomycetes,89,Capnodiales,88,Mycosphaerellaceae,85,,37,,23,638
ASV639,ASV639,+,Fungi,100,Ascomycota,100,Ascomycota_unidentified,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1,100,Ascomycota_unidentified_1_1,100,Ascomycota_sp|SH190182.06FU,100,639
ASV640,ASV640,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,,32,,32,,21,640
ASV643,ASV643,+,Fungi,100,Basidiomycota,100,Tremellomycetes,83,Tremellales,82,Incertae_sedis_12,82,Cryptococcus_1,82,Cryptococcus_sp_QMW_2009a|SH209978.06FU,82,643
ASV644,ASV644,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Stagonospora,99,Stagonospora_pseudovitensis|SH199974.06FU,99,644
ASV645,ASV645,+,Fungi,100,Ascomycota,84,Dothideomycetes,72,,63,,50,,50,,44,645
ASV648,ASV648,+,Fungi,100,Basidiomycota,97,Agaricomycetes,97,Agaricales,96,Mycenaceae,92,Panellus,78,,67,648
ASV649,ASV649,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,98,,40,,37,,37,649
ASV650,ASV650,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Schizothyriaceae,100,Schizothyriaceae_unidentified,100,Schizothyriaceae_sp|SH232271.06FU,100,650
ASV652,ASV652,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Pleosporaceae_unidentified,100,Pleosporaceae_sp|SH224812.06FU,99,652
ASV656,ASV656,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Alternaria,100,Alternaria_metachromatica|SH224792.06FU,100,656
ASV657,ASV657,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Incertae_sedis_8,100,Incertae_sedis_19,100,Leptospora,100,Leptospora_rubella|SH213116.06FU,100,657
ASV661,ASV661,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Incertae_sedis_3,100,Stachybotrys,100,Stachybotrys_sp|SH222253.06FU,100,661
ASV663,ASV663,+,Fungi,100,Basidiomycota,100,Agaricomycetes,100,Agaricales,100,Strophariaceae,98,Psilocybe,96,,51,663
ASV666,ASV666,+,Fungi,100,,49,,18,,18,,18,,12,,12,666
ASV667,ASV667,+,Fungi,100,Basidiomycota,83,Agaricomycetes,81,,11,,11,,11,,9,667
ASV669,ASV669,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Incertae_sedis_25,100,Rhodotorula,100,Rhodotorula_nothofagi|SH223682.06FU,100,669
ASV670,ASV670,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideomycetes_unidentified,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_unidentified_1,100,Dothideomycetes_sp|SH224798.06FU,100,670
ASV672,ASV672,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Massarinaceae,100,Massarinaceae_unidentified,100,Massarinaceae_sp|SH195587.06FU,100,672
ASV673,ASV673,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Schizothyriaceae,100,Zygophiala,100,Zygophiala_wisconsinensis|SH232272.06FU,100,673
ASV675,ASV675,+,Fungi,100,Ascomycota,98,Dothideomycetes,76,,31,,31,,31,,27,675
ASV678,ASV678,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,98,Ustilaginaceae,98,Sporisorium,82,,59,678
ASV680,ASV680,+,Fungi,100,Ascomycota,70,,18,,6,,6,,6,,6,680
