,asv,direction,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s,num
ASV25,ASV25,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Cystofilobasidiales,100,Cystofilobasidiaceae,100,Udeniomyces,100,Udeniomyces megalosporus,100,25
ASV26,ASV26,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,95,Phaeosphaeria,95,Phaeosphaeria sp 1 MM_2012,78,26
ASV27,ASV27,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolaceae,100,Sporidiobolus,100,Sporidiobolus pararoseus,100,27
ASV28,ASV28,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Schizothyriaceae,100,Zygophiala,100,,61,28
ASV29,ASV29,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,,64,,64,29
ASV30,ASV30,+,Fungi,100,Ascomycota,99,Dothideomycetes,99,Pleosporales,99,Phaeosphaeriaceae,96,Phaeosphaeriopsis,94,Phaeosphaeria oryzae,90,30
ASV31,ASV31,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Mycosphaerella,100,Mycosphaerella lateralis,96,31
ASV32,ASV32,+,Fungi,100,Ascomycota,79,,11,,6,,6,,6,,6,32
ASV33,ASV33,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,94,Phaeosphaeria,94,Phaeosphaeria sp 1 MM_2012,82,33
ASV34,ASV34,+,Fungi,100,Basidiomycota,98,Exobasidiomycetes,89,Entylomatales,77,Entylomataceae,77,Entyloma,77,,49,34
ASV35,ASV35,+,Fungi,100,Basidiomycota,99,Tremellomycetes,99,Tremellales,99,Tremellales_Incertae sedis,98,Hannaella,97,Hannaella oryzae,97,35
ASV36,ASV36,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus magnus,99,36
ASV38,ASV38,+,Fungi,100,Ascomycota,95,Dothideomycetes,77,Capnodiales,77,,21,,21,,21,38
ASV39,ASV39,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Mycosphaerella,100,,25,39
ASV40,ASV40,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolaceae,99,Sporidiobolus,99,Sporobolomyces ruberrimus,73,40
ASV41,ASV41,+,Fungi,100,Basidiomycota,99,Tremellomycetes,99,Tremellales,99,Tremellaceae,97,Cryptococcus,97,Cryptococcus luteolus,97,41
ASV42,ASV42,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Hannaella,100,Hannaella zeae,100,42
ASV43,ASV43,+,Fungi,100,Ascomycota,98,Dothideomycetes,95,Pleosporales,93,Pleosporaceae,78,,60,,53,43
ASV44,ASV44,+,Fungi,100,Basidiomycota,97,Exobasidiomycetes,85,,66,,66,,66,,36,44
ASV45,ASV45,+,Fungi,100,,63,,27,,27,,27,,12,,11,45
ASV46,ASV46,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,97,Epicoccum,97,Epicoccum sorghi,97,46
ASV47,ASV47,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Bullera,100,Cryptococcus cellulolyticus,79,47
ASV48,ASV48,+,Fungi,100,Ascomycota,100,Dothideomycetes,99,Capnodiales,99,Mycosphaerellaceae,99,Mycosphaerella,91,,65,48
ASV49,ASV49,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Didymellaceae,100,Leptosphaerulina,100,Leptosphaerulina chartarum,100,49
ASV50,ASV50,+,Fungi,100,Ascomycota,94,Dothideomycetes,92,Pleosporales,91,Pleosporaceae,77,,63,,56,50
ASV51,ASV51,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Phaeosphaeriopsis,100,Phaeosphaeria oryzae,89,51
ASV52,ASV52,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Nectriaceae,100,Gibberella,90,,48,52
ASV54,ASV54,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Didymellaceae,100,,69,,25,54
ASV55,ASV55,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,92,Phaeosphaeria,92,Phaeosphaeria sp 1 MM_2012,77,55
ASV56,ASV56,+,Fungi,100,Ascomycota,97,Dothideomycetes,95,Pleosporales,95,Phaeosphaeriaceae,87,Phaeosphaeriopsis,81,Phaeosphaeria oryzae,81,56
ASV57,ASV57,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Dioszegia,100,Dioszegia zsoltii,85,57
ASV58,ASV58,+,Fungi,100,Ascomycota,81,Dothideomycetes,77,Pleosporales,73,,47,,32,,16,58
ASV59,ASV59,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Xylariales,100,Hyponectriaceae,100,Monographella,84,Monographella albescens,84,59
ASV60,ASV60,+,Fungi,100,Ascomycota,78,Dothideomycetes,70,,68,,38,,24,,20,60
ASV61,ASV61,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolales_Incertae sedis,100,Sporobolomyces,100,Sporobolomyces coprosmae,93,61
ASV63,ASV63,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Nectriaceae,100,Gibberella,94,Fusarium equiseti,80,63
ASV64,ASV64,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,97,Phaeosphaeria,97,Phaeosphaeria sp 1 MM_2012,81,64
ASV65,ASV65,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Bullera,100,Bullera penniseticola,100,65
ASV66,ASV66,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,99,Phaeosphaeria,99,Phaeosphaeria sp 1 MM_2012,92,66
ASV67,ASV67,+,Fungi,100,Basidiomycota,100,Cystobasidiomycetes,100,Erythrobasidiales,100,Erythrobasidiales_Incertae sedis,100,Erythrobasidium,100,Sporobolomyces yunnanensis,100,67
ASV68,ASV68,+,Fungi,100,,23,,21,,19,,19,,19,,14,68
ASV69,ASV69,+,Fungi,100,Ascomycota,94,Dothideomycetes,92,Pleosporales,91,Pleosporaceae,78,,65,,59,69
ASV70,ASV70,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,Pseudozyma,100,,65,70
ASV72,ASV72,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Nectriaceae,100,Gibberella,99,Fusarium cerealis,80,72
ASV73,ASV73,+,Fungi,100,Ascomycota,95,Dothideomycetes,83,Capnodiales,83,,46,,38,,15,73
ASV74,ASV74,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Davidiella,99,,59,74
ASV75,ASV75,+,Fungi,100,Ascomycota,78,Dothideomycetes,72,,63,,37,,13,,13,75
ASV76,ASV76,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideales,100,Dothioraceae,100,Kabatiella,100,,42,76
ASV77,ASV77,+,Fungi,100,Basidiomycota,99,Tremellomycetes,99,Tremellales,99,Tremellaceae,98,Cryptococcus,98,,68,77
ASV78,ASV78,+,Fungi,100,Basidiomycota,99,Tremellomycetes,97,Tremellales,97,Tremellales_Incertae sedis,97,Hannaella,96,Hannaella coprosmaensis,76,78
ASV79,ASV79,+,Fungi,100,Basidiomycota,98,Tremellomycetes,93,Tremellales,93,Tremellales_Incertae sedis,93,Bullera,91,Bullera variabilis,91,79
ASV80,ASV80,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Hannaella,100,Hannaella coprosmaensis,100,80
ASV81,ASV81,+,Fungi,100,Ascomycota,99,Dothideomycetes,99,Pleosporales,99,Phaeosphaeriaceae,98,Phaeosphaeriopsis,98,Phaeosphaeria oryzae,91,81
ASV82,ASV82,+,Fungi,100,,63,,17,,17,,10,,9,,8,82
ASV83,ASV83,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Phaeosphaeria,100,,52,83
ASV84,ASV84,+,Fungi,100,Basidiomycota,99,Tremellomycetes,99,Tremellales,99,Tremellales_Incertae sedis,99,Kockovaella,95,,36,84
ASV85,ASV85,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Cystofilobasidiales,100,Cystofilobasidiaceae,100,Udeniomyces,100,Udeniomyces pyricola,100,85
ASV86,ASV86,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,Pseudozyma,100,Pseudozyma aphidis,90,86
ASV87,ASV87,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus victoriae,100,87
ASV89,ASV89,+,Fungi,100,Basidiomycota,98,Tremellomycetes,98,Tremellales,98,Tremellales_Incertae sedis,96,Kockovaella,91,,37,89
ASV90,ASV90,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolales_Incertae sedis,100,Sporobolomyces,100,Sporobolomyces vermiculatus,90,90
ASV91,ASV91,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Hannaella,100,Hannaella sinensis,100,91
ASV92,ASV92,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,98,Phaeosphaeria,98,Phaeosphaeria herpotrichoides,93,92
ASV93,ASV93,+,Fungi,100,Basidiomycota,100,Tremellomycetes,99,Tremellales,99,Tremellales_Incertae sedis,99,Hannaella,98,Hannaella sinensis,98,93
ASV94,ASV94,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Dissoconium,100,Dissoconium aciculare,88,94
ASV95,ASV95,+,Fungi,100,Ascomycota,76,Dothideomycetes,70,,68,,41,,24,,22,95
ASV96,ASV96,+,Fungi,100,Ascomycota,99,Dothideomycetes,99,Pleosporales,98,Phaeosphaeriaceae,84,,59,,59,96
ASV97,ASV97,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus aureus,99,97
ASV98,ASV98,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus oeirensis,100,98
ASV99,ASV99,+,Fungi,100,Ascomycota,93,,65,,65,,46,,38,,21,99
ASV100,ASV100,+,Fungi,100,Ascomycota,94,Dothideomycetes,92,Pleosporales,91,Pleosporaceae,78,,65,,59,100
ASV101,ASV101,+,Fungi,100,Basidiomycota,99,Tremellomycetes,99,Tremellales,99,Tremellales_Incertae sedis,99,Hannaella,99,,53,101
ASV102,ASV102,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Ophiosphaerella,100,Ophiosphaerella agrostis,100,102
ASV103,ASV103,+,Fungi,100,Ascomycota,97,Dothideomycetes,95,Pleosporales,95,Phaeosphaeriaceae,94,Phaeosphaeriopsis,90,Phaeosphaeria oryzae,89,103
ASV104,ASV104,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Didymellaceae,100,Leptosphaerulina,82,Leptosphaerulina australis,82,104
ASV105,ASV105,+,Fungi,100,Basidiomycota,99,Exobasidiomycetes,87,Entylomatales,77,Entylomataceae,77,Entyloma,77,,40,105
ASV106,ASV106,+,Fungi,100,Basidiomycota,99,Tremellomycetes,92,Tremellales,91,Tremellales_Incertae sedis,91,Hannaella,90,,64,106
ASV107,ASV107,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Dissoconium,100,Dissoconium aciculare,99,107
ASV108,ASV108,+,Fungi,100,Ascomycota,99,Dothideomycetes,99,Pleosporales,99,Phaeosphaeriaceae,98,Phaeosphaeriopsis,89,Phaeosphaeria oryzae,86,108
ASV109,ASV109,+,Fungi,100,Basidiomycota,99,Tremellomycetes,97,Tremellales,97,Tremellales_Incertae sedis,96,Hannaella,96,Hannaella oryzae,96,109
ASV110,ASV110,+,Fungi,100,Ascomycota,100,Dothideomycetes,96,Capnodiales,96,Mycosphaerellaceae,96,,36,,18,110
ASV111,ASV111,+,Fungi,100,Ascomycota,94,,34,,34,,34,,30,,22,111
ASV112,ASV112,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Dioszegia,99,Dioszegia hungarica,97,112
ASV113,ASV113,+,Fungi,100,Ascomycota,98,Dothideomycetes,95,Pleosporales,95,Phaeosphaeriaceae,94,Phaeosphaeriopsis,86,Phaeosphaeria oryzae,83,113
ASV114,ASV114,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Auriculibuller,100,Auriculibuller fuscus,100,114
ASV115,ASV115,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,,57,,29,,29,115
ASV117,ASV117,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Bullera,100,Bullera penniseticola,100,117
ASV118,ASV118,+,Fungi,100,Ascomycota,95,Dothideomycetes,93,Pleosporales,89,,35,,34,,33,118
ASV119,ASV119,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolales_Incertae sedis,100,Sporobolomyces,100,,57,119
ASV120,ASV120,+,Fungi,100,,67,,29,,25,,8,,8,,8,120
ASV121,ASV121,+,Fungi,100,Ascomycota,79,,61,,44,,30,,30,,30,121
ASV122,ASV122,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Exobasidiomycetidae_Incertae sedis,94,Exobasidiomycetidae_Incertae sedis,94,Tilletiopsis,94,Tilletiopsis pallescens,94,122
ASV123,ASV123,+,Fungi,100,Basidiomycota,99,Tremellomycetes,95,Tremellales,95,Tremellales_Incertae sedis,95,Bullera,93,Bullera variabilis,93,123
ASV125,ASV125,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,,60,,32,125
ASV127,ASV127,+,Fungi,100,Ascomycota,94,Dothideomycetes,86,Pleosporales,86,,49,,46,,29,127
ASV128,ASV128,+,Fungi,100,Basidiomycota,98,Exobasidiomycetes,85,Entylomatales,71,Entylomataceae,71,Entyloma,71,,28,128
ASV129,ASV129,+,Fungi,100,Ascomycota,86,Dothideomycetes,73,Pleosporales,73,,23,,23,,18,129
ASV130,ASV130,+,Fungi,100,Ascomycota,88,Dothideomycetes,84,Pleosporales,83,Phaeosphaeriaceae,75,,24,,24,130
ASV131,ASV131,+,Fungi,100,Ascomycota,93,Dothideomycetes,74,,69,,51,,51,,51,131
ASV132,ASV132,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Sordariomycetidae_Incertae sedis,99,Plectosphaerellaceae,99,Plectosphaerella,96,,28,132
ASV133,ASV133,+,Fungi,100,Ascomycota,92,,60,,57,,42,,37,,17,133
ASV134,ASV134,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolales_Incertae sedis,100,Sporobolomyces,99,,62,134
ASV135,ASV135,+,Fungi,100,Ascomycota,87,Dothideomycetes,80,Pleosporales,72,,46,,17,,17,135
ASV136,ASV136,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_Incertae sedis,98,Phoma,98,,63,136
ASV139,ASV139,+,Fungi,100,Ascomycota,90,,66,,66,,51,,45,,23,139
ASV140,ASV140,+,Fungi,100,Ascomycota,81,,9,,6,,6,,6,,6,140
ASV141,ASV141,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideales,100,Dothioraceae,100,Kabatiella,100,,60,141
ASV142,ASV142,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideales,100,Dothioraceae,100,Kabatiella,100,,68,142
ASV143,ASV143,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Dioszegia,100,,68,143
ASV144,ASV144,+,Fungi,100,Ascomycota,83,,24,,17,,17,,7,,6,144
ASV145,ASV145,+,Fungi,100,Basidiomycota,80,,56,,56,,56,,56,,26,145
ASV146,ASV146,+,Fungi,100,Basidiomycota,99,Tremellomycetes,96,Tremellales,96,Tremellales_Incertae sedis,96,Hannaella,95,Hannaella coprosmaensis,72,146
ASV147,ASV147,+,Fungi,100,Basidiomycota,91,Tremellomycetes,73,Tremellales,70,,66,,66,,40,147
ASV148,ASV148,+,Fungi,100,,66,,28,,25,,8,,8,,8,148
ASV150,ASV150,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,99,Tremellaceae,99,Cryptococcus,99,Cryptococcus macerans,97,150
ASV151,ASV151,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Trichosphaeriales,99,Trichosphaeriales_Incertae sedis,99,Khuskia,99,,61,151
ASV154,ASV154,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Bullera,100,Bullera penniseticola,100,154
ASV155,ASV155,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Ophiosphaerella,100,Ophiosphaerella agrostis,100,155
ASV156,ASV156,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Hannaella,100,Hannaella zeae,100,156
ASV157,ASV157,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Setosphaeria,100,Exserohilum rostratum,100,157
ASV158,ASV158,+,Fungi,100,Ascomycota,100,Dothideomycetes,96,Capnodiales,96,Mycosphaerellaceae,96,,42,,22,158
ASV159,ASV159,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Nectriaceae,100,Gibberella,94,Fusarium equiseti,76,159
ASV161,ASV161,+,Fungi,100,Basidiomycota,90,,59,,45,,43,,22,,11,161
ASV162,ASV162,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,Ustilago,100,Pseudozyma prolifica,100,162
ASV163,ASV163,+,Fungi,100,Basidiomycota,79,,28,,28,,24,,14,,11,163
ASV166,ASV166,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolales_Incertae sedis,100,Sporobolomyces,100,Sporobolomyces coprosmae,87,166
ASV167,ASV167,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Alternaria,100,Alternaria longissima,100,167
ASV168,ASV168,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,96,Phaeosphaeria,96,Phaeosphaeria sp 1 MM_2012,84,168
ASV170,ASV170,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus macerans,100,170
ASV171,ASV171,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Mycosphaerella,99,Mycosphaerella nyssicola,99,171
ASV172,ASV172,+,Fungi,100,Ascomycota,77,,69,,67,,28,,19,,12,172
ASV173,ASV173,+,Fungi,100,Ascomycota,72,,66,,57,,19,,17,,13,173
ASV174,ASV174,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Filobasidiales,100,Filobasidiaceae,100,Filobasidium,100,Filobasidium floriforme,100,174
ASV175,ASV175,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Didymellaceae,71,,57,,9,175
ASV176,ASV176,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus chernovii,100,176
ASV177,ASV177,+,Fungi,100,Basidiomycota,98,Tremellomycetes,95,Tremellales,95,Tremellales_Incertae sedis,95,Hannaella,94,Hannaella coprosmaensis,74,177
ASV178,ASV178,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,96,Phaeosphaeria,96,Phaeosphaeria sp 1 MM_2012,75,178
ASV179,ASV179,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,96,Epicoccum,96,Epicoccum sorghi,96,179
ASV180,ASV180,+,Fungi,100,,66,,31,,25,,8,,8,,8,180
ASV181,ASV181,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Leptosphaeriaceae,100,Paraphoma,100,Paraphoma chrysanthemicola,100,181
ASV182,ASV182,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Ophiosphaerella,100,Ophiosphaerella agrostis,100,182
ASV183,ASV183,+,Fungi,100,Ascomycota,92,Dothideomycetes,89,Pleosporales,89,,58,,37,,35,183
ASV184,ASV184,+,Fungi,100,Ascomycota,100,Dothideomycetes,99,Pleosporales,99,Phaeosphaeriaceae,95,Phaeosphaeriopsis,86,Phaeosphaeria oryzae,73,184
ASV185,ASV185,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Cystofilobasidiales,100,Cystofilobasidiaceae,100,Udeniomyces,77,Udeniomyces pannonicus,77,185
ASV186,ASV186,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Nectriaceae,100,Gibberella,98,Fusarium equiseti,91,186
ASV187,ASV187,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Trichosphaeriales,100,Trichosphaeriales_Incertae sedis,100,Nigrospora,83,Nigrospora sphaerica,81,187
ASV188,ASV188,+,Fungi,100,Basidiomycota,75,,10,,9,,9,,9,,9,188
ASV190,ASV190,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Hypocreales_Incertae sedis,98,Myrothecium,97,Myrothecium verrucaria,80,190
ASV193,ASV193,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Sordariomycetidae_Incertae sedis,100,Glomerellaceae,100,Glomerella,100,,57,193
ASV195,ASV195,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolaceae,100,Sporidiobolus,100,Sporobolomyces koalae,100,195
ASV196,ASV196,+,Fungi,100,Ascomycota,100,Pezizomycotina_Incertae sedis,100,Pezizomycotina_Incertae sedis,100,Pezizomycotina_Incertae sedis,100,Torula,100,Torula caligans,100,196
ASV197,ASV197,+,Fungi,100,Ascomycota,85,,27,,18,,18,,4,,4,197
ASV198,ASV198,+,Fungi,100,Ascomycota,96,Dothideomycetes,94,Pleosporales,93,Didymellaceae,83,Leptosphaerulina,83,Leptosphaerulina chartarum,83,198
ASV199,ASV199,+,Fungi,100,Ascomycota,99,Dothideomycetes,89,Capnodiales,89,,60,,57,,57,199
ASV201,ASV201,+,Fungi,100,Basidiomycota,98,Tremellomycetes,97,Tremellales,97,Tremellales_Incertae sedis,96,Dioszegia,91,,47,201
ASV202,ASV202,+,Fungi,100,Basidiomycota,99,Tremellomycetes,99,Tremellales,99,Tremellaceae,95,Cryptococcus,95,Cryptococcus sp LCF_08,91,202
ASV203,ASV203,+,Fungi,100,Basidiomycota,88,,30,,30,,29,,29,,22,203
ASV205,ASV205,+,Fungi,100,Basidiomycota,100,,68,,60,,60,,60,,60,205
ASV206,ASV206,+,Fungi,100,Ascomycota,85,,9,,8,,3,,3,,3,206
ASV209,ASV209,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus victoriae,100,209
ASV210,ASV210,+,Fungi,100,Ascomycota,86,Dothideomycetes,81,Pleosporales,80,Phaeosphaeriaceae,72,,55,,50,210
ASV211,ASV211,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,96,Phaeosphaeria,96,,65,211
ASV213,ASV213,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Exobasidiomycetidae_Incertae sedis,99,Exobasidiomycetidae_Incertae sedis,99,Tilletiopsis,99,Tilletiopsis pallescens,99,213
ASV214,ASV214,+,Fungi,100,Basidiomycota,81,,46,,44,,41,,25,,6,214
ASV216,ASV216,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Cochliobolus,100,Cochliobolus geniculatus,100,216
ASV219,ASV219,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Edenia,100,Edenia gomezpompae,100,219
ASV220,ASV220,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus sp LRB_2012a,100,220
ASV221,ASV221,+,Fungi,100,Basidiomycota,71,,30,,26,,8,,8,,8,221
ASV222,ASV222,+,Fungi,100,Ascomycota,100,Dothideomycetes,96,Capnodiales,96,,53,,50,,44,222
ASV223,ASV223,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Trichosphaeriales,100,Trichosphaeriales_Incertae sedis,100,Khuskia,97,,65,223
ASV226,ASV226,+,Fungi,100,,63,,26,,23,,7,,7,,7,226
ASV227,ASV227,+,Fungi,100,Ascomycota,78,,32,,12,,12,,11,,11,227
ASV231,ASV231,+,Fungi,100,Ascomycota,100,Dothideomycetes,96,Capnodiales,96,Teratosphaeriaceae,96,Devriesia,95,Devriesia pseudoamericana,95,231
ASV232,ASV232,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Nectriaceae,100,Gibberella,100,,67,232
ASV233,ASV233,+,Fungi,100,Ascomycota,100,Dothideomycetes,89,Capnodiales,88,,62,,61,,61,233
ASV236,ASV236,+,Fungi,100,Ascomycota,83,,54,,38,,29,,29,,29,236
ASV238,ASV238,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolales_Incertae sedis,100,Sporobolomyces,100,Sporobolomyces ruber,80,238
ASV239,ASV239,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Exobasidiomycetidae_Incertae sedis,95,Exobasidiomycetidae_Incertae sedis,95,Tilletiopsis,95,Tilletiopsis pallescens,95,239
ASV240,ASV240,+,Fungi,100,Ascomycota,78,,8,,6,,6,,6,,6,240
ASV241,ASV241,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus sp LRB_2012a,100,241
ASV242,ASV242,+,Fungi,100,Basidiomycota,97,Microbotryomycetes,88,Sporidiobolales,88,Sporidiobolales_Incertae sedis,88,Sporobolomyces,88,Sporobolomyces ruber,86,242
ASV246,ASV246,+,Fungi,100,Basidiomycota,93,Tremellomycetes,88,Tremellales,82,Tremellaceae,81,Cryptococcus,81,,39,246
ASV247,ASV247,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Cochliobolus,99,Cochliobolus sativus,73,247
