,asv,direction,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s,num
ASV248,ASV248,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,97,Hannaella,95,Hannaella zeae,95,248
ASV249,ASV249,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus sp LRB_2012a,99,249
ASV250,ASV250,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Ophiosphaerella,100,Ophiosphaerella agrostis,100,250
ASV252,ASV252,+,Fungi,100,Ascomycota,76,,14,,14,,14,,14,,13,252
ASV254,ASV254,+,Fungi,100,Ascomycota,76,,27,,27,,25,,25,,22,254
ASV256,ASV256,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Cystofilobasidiales,100,Cystofilobasidiaceae,100,Udeniomyces,100,Udeniomyces megalosporus,100,256
ASV257,ASV257,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolales_Incertae sedis,100,Sporobolomyces,100,,66,257
ASV258,ASV258,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,Ustilago,83,,60,258
ASV259,ASV259,+,Fungi,100,Ascomycota,82,,52,,47,,37,,32,,29,259
ASV260,ASV260,+,Fungi,100,Ascomycota,87,Dothideomycetes,83,Pleosporales,73,,66,,55,,29,260
ASV262,ASV262,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Cochliobolus,100,Bipolaris oryzae,100,262
ASV264,ASV264,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Montagnulaceae,100,Paraphaeosphaeria,100,Paraphaeosphaeria michotii,100,264
ASV265,ASV265,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporales_Incertae sedis,100,Phoma,100,Phoma radicina,100,265
ASV266,ASV266,+,Fungi,100,Ascomycota,100,Dothideomycetes,96,Capnodiales,96,,51,,49,,43,266
ASV267,ASV267,+,Fungi,100,Ascomycota,99,Dothideomycetes,87,Capnodiales,87,,67,,65,,4,267
ASV268,ASV268,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Cochliobolus,100,Cochliobolus cynodontis,83,268
ASV269,ASV269,+,Fungi,100,Ascomycota,90,,29,,18,,18,,15,,14,269
ASV270,ASV270,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Hypocreales_Incertae sedis,100,Sarocladium,73,Acremonium kiliense,73,270
ASV271,ASV271,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Dothideales,100,Dothioraceae,100,Kabatiella,100,,48,271
ASV272,ASV272,+,Fungi,100,Ascomycota,85,Pezizomycotina_Incertae sedis,71,Pezizomycotina_Incertae sedis,71,Pezizomycotina_Incertae sedis,71,Torula,71,Torula caligans,71,272
ASV273,ASV273,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Mycosphaerella,99,Cercospora zeae_maydis,74,273
ASV274,ASV274,+,Fungi,100,Basidiomycota,100,Cystobasidiomycetes,100,Erythrobasidiales,100,Erythrobasidiales_Incertae sedis,100,Erythrobasidium,100,,48,274
ASV275,ASV275,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Nectriaceae,100,Gibberella,100,Fusarium avenaceum,86,275
ASV277,ASV277,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus wieringae,100,277
ASV279,ASV279,+,Fungi,100,Basidiomycota,97,Tremellomycetes,93,Tremellales,93,Tremellales_Incertae sedis,93,Dioszegia,89,,54,279
ASV280,ASV280,+,Fungi,100,Ascomycota,96,Dothideomycetes,96,Pleosporales,94,,38,,38,,38,280
ASV281,ASV281,+,Fungi,100,Ascomycota,77,,16,,16,,16,,15,,12,281
ASV283,ASV283,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Curvularia,100,Curvularia trifolii,100,283
ASV284,ASV284,+,Fungi,100,Ascomycota,97,Eurotiomycetes,95,Chaetothyriales,95,Chaetothyriales_Incertae sedis,95,Strelitziana,95,Strelitziana mali,82,284
ASV286,ASV286,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Exobasidiomycetidae_Incertae sedis,100,Exobasidiomycetidae_Incertae sedis,100,Tilletiopsis,100,Tilletiopsis pallescens,100,286
ASV287,ASV287,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,Pseudozyma,100,,69,287
ASV288,ASV288,+,Fungi,100,Ascomycota,91,,65,,65,,55,,44,,24,288
ASV289,ASV289,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Taphrina,94,,37,289
ASV290,ASV290,+,Fungi,100,Ascomycota,100,Dothideomycetes,97,Capnodiales,97,Teratosphaeriaceae,97,Devriesia,97,Devriesia pseudoamericana,97,290
ASV291,ASV291,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Alternaria,100,Alternaria longissima,100,291
ASV292,ASV292,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolaceae,100,Sporidiobolus,100,Sporobolomyces ruberrimus,94,292
ASV294,ASV294,+,Fungi,100,Ascomycota,93,Dothideomycetes,84,Pleosporales,83,Phaeosphaeriaceae,76,,54,,28,294
ASV295,ASV295,+,Fungi,100,Ascomycota,90,Dothideomycetes,84,Pleosporales,82,,36,,35,,35,295
ASV296,ASV296,+,Fungi,100,Ascomycota,81,Dothideomycetes,71,,69,,34,,18,,16,296
ASV297,ASV297,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Trichosphaeriales,100,Trichosphaeriales_Incertae sedis,100,,50,,50,297
ASV298,ASV298,+,Fungi,100,Ascomycota,87,,40,,25,,10,,10,,7,298
ASV300,ASV300,+,Fungi,100,Basidiomycota,70,,27,,27,,27,,18,,17,300
ASV302,ASV302,+,Fungi,100,Ascomycota,81,Dothideomycetes,77,Pleosporales,75,,58,,58,,58,302
ASV304,ASV304,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Cochliobolus,100,Bipolaris zeicola,86,304
ASV306,ASV306,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolales_Incertae sedis,100,Sporobolomyces,100,Sporobolomyces vermiculatus,89,306
ASV307,ASV307,+,Fungi,100,Ascomycota,100,Dothideomycetes,99,Capnodiales,99,Capnodiales_Incertae sedis,98,Toxicocladosporium,98,Toxicocladosporium pseudoveloxum,98,307
ASV308,ASV308,+,Fungi,100,,61,,43,,21,,6,,6,,5,308
ASV309,ASV309,+,Fungi,100,Ascomycota,92,Dothideomycetes,86,Pleosporales,86,Phaeosphaeriaceae,79,,19,,15,309
ASV310,ASV310,+,Fungi,100,Basidiomycota,89,,58,,45,,43,,22,,11,310
ASV311,ASV311,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,,49,311
ASV312,ASV312,+,Fungi,100,Basidiomycota,75,,9,,8,,8,,8,,8,312
ASV313,ASV313,+,Fungi,100,Basidiomycota,99,Tremellomycetes,98,Tremellales,98,Tremellaceae,96,Cryptococcus,96,Cryptococcus rajasthanensis,87,313
ASV314,ASV314,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Pseudocercospora,99,,50,314
ASV315,ASV315,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,99,Cryptococcus,99,Cryptococcus sp LRB_2012a,99,315
ASV316,ASV316,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,100,Phaeosphaeria,100,Phaeosphaeria nodorum,89,316
ASV318,ASV318,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolales_Incertae sedis,100,Rhodotorula,100,Rhodotorula nothofagi,100,318
ASV319,ASV319,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus flavus,99,319
ASV322,ASV322,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Exobasidiomycetidae_Incertae sedis,99,Exobasidiomycetidae_Incertae sedis,99,Tilletiopsis,99,Tilletiopsis pallescens,99,322
ASV323,ASV323,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Hypocreales_Incertae sedis,100,Acremonium,100,Acremonium fusidioides,100,323
ASV325,ASV325,+,Fungi,100,Basidiomycota,93,Tremellomycetes,77,,64,,60,,60,,38,325
ASV326,ASV326,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus victoriae,99,326
ASV327,ASV327,+,Fungi,100,,54,,23,,16,,16,,16,,12,327
ASV329,ASV329,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Chaetothyriales,100,Chaetothyriaceae,100,Cyphellophora,100,,45,329
ASV333,ASV333,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Mycosphaerella,100,,62,333
ASV334,ASV334,+,Fungi,100,Ascomycota,90,,28,,16,,16,,6,,6,334
ASV336,ASV336,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Hypocreales_Incertae sedis,99,Myrothecium,99,Myrothecium roridum,99,336
ASV338,ASV338,+,Fungi,100,Ascomycota,85,Dothideomycetes,77,,64,,25,,19,,19,338
ASV339,ASV339,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Chaetothyriales,100,Chaetothyriaceae,100,Cyphellophora,100,Cyphellophora suttonii,76,339
ASV340,ASV340,+,Fungi,100,Ascomycota,99,Dothideomycetes,99,Pleosporales,99,Phaeosphaeriaceae,98,Phaeosphaeriopsis,93,Phaeosphaeria oryzae,87,340
ASV341,ASV341,+,Fungi,100,Ascomycota,100,Eurotiomycetes,100,Chaetothyriales,100,Chaetothyriaceae,100,Cyphellophora,100,,45,341
ASV342,ASV342,+,Fungi,100,Ascomycota,100,Dothideomycetes,99,Capnodiales,99,Mycosphaerellaceae,99,Mycosphaerella,96,,41,342
ASV343,ASV343,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Dissoconium,100,,59,343
ASV344,ASV344,+,Fungi,100,Ascomycota,98,Dothideomycetes,98,Pleosporales,98,Didymellaceae,92,Leptosphaerulina,92,Leptosphaerulina chartarum,92,344
ASV346,ASV346,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Mycosphaerella,92,,51,346
ASV347,ASV347,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Montagnulaceae,100,Paraphaeosphaeria,100,Paraphaeosphaeria michotii,100,347
ASV348,ASV348,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Hannaella,100,Hannaella kunmingensis,100,348
ASV349,ASV349,+,Fungi,100,Ascomycota,93,Dothideomycetes,92,Pleosporales,90,,42,,42,,41,349
ASV350,ASV350,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Lalaria,100,Lalaria inositophila,100,350
ASV351,ASV351,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolales_Incertae sedis,100,Sporobolomyces,100,Sporobolomyces ruber,79,351
ASV352,ASV352,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Sordariomycetidae_Incertae sedis,100,Plectosphaerellaceae,100,Lectera,100,Lectera colletotrichoides,100,352
ASV353,ASV353,+,Fungi,100,Ascomycota,95,,26,,26,,26,,26,,26,353
ASV354,ASV354,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus macerans,100,354
ASV355,ASV355,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,97,Phaeosphaeria,97,Phaeosphaeria sp 1 MM_2012,85,355
ASV356,ASV356,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Sordariomycetidae_Incertae sedis,99,Plectosphaerellaceae,99,Plectosphaerella,98,,67,356
ASV357,ASV357,+,Fungi,100,,63,,35,,33,,8,,8,,8,357
ASV361,ASV361,+,Fungi,100,Basidiomycota,97,Tremellomycetes,96,Tremellales,96,,39,,35,,25,361
ASV364,ASV364,+,Fungi,100,Ascomycota,96,,69,,54,,38,,38,,22,364
ASV365,ASV365,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Dioszegia,100,Dioszegia takashimae,89,365
ASV367,ASV367,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Bionectriaceae,99,Bionectria,99,Bionectria epichloe,99,367
ASV368,ASV368,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Nectriaceae,100,,61,,38,368
ASV369,ASV369,+,Fungi,100,Ascomycota,88,Dothideomycetes,73,,59,,24,,12,,12,369
ASV370,ASV370,+,Fungi,100,Ascomycota,90,,30,,24,,24,,24,,24,370
ASV371,ASV371,+,Fungi,100,Ascomycota,100,Dothideomycetes,95,Capnodiales,95,,59,,58,,18,371
ASV372,ASV372,+,Fungi,100,Ascomycota,97,Dothideomycetes,95,Pleosporales,91,,37,,36,,35,372
ASV373,ASV373,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus flavescens,99,373
ASV374,ASV374,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Sordariomycetidae_Incertae sedis,99,Plectosphaerellaceae,99,Gibellulopsis,98,Gibellulopsis nigrescens,97,374
ASV375,ASV375,+,Fungi,100,Ascomycota,100,Leotiomycetes,100,Erysiphales,100,Erysiphaceae,100,Blumeria,100,Blumeria graminis,100,375
ASV380,ASV380,+,Fungi,100,Ascomycota,94,,38,,31,,31,,27,,27,380
ASV382,ASV382,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Hypocreales,100,Hypocreales_Incertae sedis,97,Myrothecium,96,,57,382
ASV383,ASV383,+,Fungi,100,Ascomycota,88,Dothideomycetes,86,Pleosporales,84,Phaeosphaeriaceae,71,,52,,48,383
ASV384,ASV384,+,Fungi,100,Ascomycota,81,,62,,44,,30,,30,,30,384
ASV387,ASV387,+,Fungi,100,,5,,5,,5,,5,,5,,4,387
ASV388,ASV388,+,Fungi,100,Ascomycota,88,Dothideomycetes,86,Pleosporales,86,Phaeosphaeriaceae,71,,52,,48,388
ASV389,ASV389,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Auriculibuller,100,Auriculibuller fuscus,100,389
ASV390,ASV390,+,Fungi,100,Ascomycota,92,Dothideomycetes,89,Pleosporales,89,Phaeosphaeriaceae,80,,20,,16,390
ASV391,ASV391,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Edenia,100,Edenia gomezpompae,100,391
ASV392,ASV392,+,Fungi,100,Basidiomycota,100,Tremellomycetes,96,Tremellales,96,Tremellaceae,91,Cryptococcus,91,Cryptococcus dimennae,91,392
ASV393,ASV393,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Leucosporidiales,100,Leucosporidiaceae,100,Leucosporidiella,100,Leucosporidiella fragaria,94,393
ASV394,ASV394,+,Fungi,100,Basidiomycota,98,Tremellomycetes,97,Tremellales,97,Tremellaceae,91,Cryptococcus,91,Cryptococcus luteolus,90,394
ASV397,ASV397,+,Fungi,100,Ascomycota,77,,25,,14,,14,,4,,2,397
ASV398,ASV398,+,Fungi,100,Ascomycota,100,Dothideomycetes,89,Capnodiales,89,,66,,65,,7,398
ASV400,ASV400,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Cochliobolus,91,Cochliobolus lunatus,76,400
ASV402,ASV402,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Taphrina,94,,40,402
ASV403,ASV403,+,Fungi,100,Ascomycota,99,Dothideomycetes,99,Pleosporales,99,Phaeosphaeriaceae,97,Phaeosphaeriopsis,77,Phaeosphaeria oryzae,74,403
ASV404,ASV404,+,Fungi,100,Ascomycota,96,,46,,45,,25,,4,,2,404
ASV405,ASV405,+,Fungi,100,,69,,42,,42,,26,,26,,5,405
ASV406,ASV406,+,Fungi,100,Ascomycota,99,Dothideomycetes,86,Capnodiales,86,,69,,65,,7,406
ASV412,ASV412,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus tephrensis,75,412
ASV413,ASV413,+,Fungi,100,Ascomycota,93,,35,,26,,26,,16,,16,413
ASV415,ASV415,+,Fungi,100,Ascomycota,90,Dothideomycetes,71,Pleosporales,71,,35,,23,,14,415
ASV416,ASV416,+,Fungi,100,,64,,27,,23,,9,,8,,8,416
ASV417,ASV417,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Schizothyriaceae,100,Zygophiala,100,Zygophiala wisconsinensis,100,417
ASV418,ASV418,+,Fungi,100,Basidiomycota,100,Exobasidiomycetes,100,Exobasidiomycetidae_Incertae sedis,100,Exobasidiomycetidae_Incertae sedis,100,Tilletiopsis,100,Tilletiopsis pallescens,100,418
ASV421,ASV421,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,100,Cryptococcus,100,Cryptococcus rajasthanensis,99,421
ASV422,ASV422,+,Fungi,100,Basidiomycota,96,Tremellomycetes,93,Tremellales,93,Tremellales_Incertae sedis,93,Bullera,92,Bullera variabilis,92,422
ASV424,ASV424,+,Fungi,100,Basidiomycota,92,Tremellomycetes,76,,15,,15,,15,,15,424
ASV427,ASV427,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Lewia,100,,27,427
ASV428,ASV428,+,Fungi,100,Basidiomycota,98,Tremellomycetes,98,Tremellales,98,Tremellaceae,97,Cryptococcus,97,Cryptococcus luteolus,95,428
ASV432,ASV432,+,Fungi,100,Basidiomycota,100,Cystobasidiomycetes,100,Erythrobasidiales,100,Erythrobasidiales_Incertae sedis,100,Erythrobasidium,100,,55,432
ASV434,ASV434,+,Fungi,100,,57,,38,,26,,9,,9,,8,434
ASV436,ASV436,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Xylariales,100,Hyponectriaceae,98,Microdochium,95,Microdochium bolleyi,95,436
ASV437,ASV437,+,Fungi,100,Ascomycota,90,,30,,23,,22,,21,,21,437
ASV438,ASV438,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Pleospora,100,Pleospora alfalfae,88,438
ASV439,ASV439,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,,45,,45,439
ASV441,ASV441,+,Fungi,100,,62,,19,,16,,9,,9,,7,441
ASV443,ASV443,+,Fungi,100,Ascomycota,96,Dothideomycetes,94,Pleosporales,89,,32,,32,,31,443
ASV444,ASV444,+,Fungi,100,,42,,35,,12,,12,,11,,11,444
ASV445,ASV445,+,Fungi,100,Ascomycota,94,,38,,29,,29,,25,,25,445
ASV447,ASV447,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Ramichloridium,93,Ramichloridium cerophilum,93,447
ASV448,ASV448,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Montagnulaceae,100,Paraphaeosphaeria,100,Paraphaeosphaeria michotii,100,448
ASV449,ASV449,+,Fungi,100,Basidiomycota,100,Agaricostilbomycetes,100,Agaricostilbales,100,Agaricostilbaceae,100,Bensingtonia,100,Bensingtonia miscanthi,100,449
ASV450,ASV450,+,Fungi,100,Ascomycota,75,,51,,50,,30,,30,,30,450
ASV451,ASV451,+,Fungi,100,Ascomycota,79,,64,,62,,52,,32,,30,451
ASV453,ASV453,+,Fungi,100,,61,,10,,10,,10,,10,,6,453
ASV455,ASV455,+,Fungi,100,Ascomycota,100,Dothideomycetes,90,Capnodiales,90,Mycosphaerellaceae,89,Dissoconium,72,,55,455
ASV456,ASV456,+,Fungi,100,Ascomycota,97,Dothideomycetes,93,Capnodiales,93,Mycosphaerellaceae,91,,58,,11,456
ASV461,ASV461,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Mycosphaerella,100,,22,461
ASV462,ASV462,+,Fungi,100,Basidiomycota,100,Cystobasidiomycetes,100,Erythrobasidiales,100,Erythrobasidiales_Incertae sedis,100,Erythrobasidium,100,Sporobolomyces yunnanensis,100,462
ASV466,ASV466,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellales_Incertae sedis,100,Dioszegia,100,Dioszegia changbaiensis,99,466
ASV468,ASV468,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Filobasidiales,100,Filobasidiaceae,100,Filobasidium,100,Filobasidium floriforme,100,468
ASV469,ASV469,+,Fungi,100,Basidiomycota,100,Tremellomycetes,100,Tremellales,100,Tremellaceae,83,Cryptococcus,83,,66,469
ASV471,ASV471,+,Fungi,100,Basidiomycota,100,Microbotryomycetes,100,Sporidiobolales,100,Sporidiobolales_Incertae sedis,100,Rhodotorula,100,Rhodotorula ingeniosa,91,471
ASV473,ASV473,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Lalaria,100,Lalaria inositophila,100,473
ASV476,ASV476,+,Fungi,100,Ascomycota,99,Dothideomycetes,86,Pleosporales,82,,57,,33,,27,476
ASV477,ASV477,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,99,Ustilaginales,99,Ustilaginaceae,99,Ustilago,80,,55,477
ASV478,ASV478,+,Fungi,100,Ascomycota,95,Dothideomycetes,81,Pleosporales,80,Lophiostomataceae,70,Tetraploa,70,Tetraploa aristata,70,478
ASV480,ASV480,+,Fungi,100,Chytridiomycota,70,Chytridiomycetes,70,,65,,65,,62,,47,480
ASV481,ASV481,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Mycosphaerella,100,Mycosphaerella nyssicola,100,481
ASV482,ASV482,+,Fungi,100,Ascomycota,100,Dothideomycetes,98,Capnodiales,98,Mycosphaerellaceae,98,Mycosphaerella,96,,46,482
ASV483,ASV483,+,Fungi,100,Ascomycota,98,Eurotiomycetes,98,Chaetothyriales,98,Chaetothyriales_Incertae sedis,98,Strelitziana,98,Strelitziana mali,88,483
ASV486,ASV486,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Xylariales,100,Hyponectriaceae,99,Microdochium,97,Microdochium bolleyi,97,486
ASV487,ASV487,+,Fungi,100,Ascomycota,100,Leotiomycetes,100,Helotiales,100,Sclerotiniaceae,100,Botryotinia,85,,66,487
ASV488,ASV488,+,Fungi,100,Ascomycota,91,,32,,17,,13,,11,,11,488
ASV491,ASV491,+,Fungi,100,Ascomycota,93,,47,,44,,9,,6,,6,491
ASV492,ASV492,+,Fungi,100,Basidiomycota,99,Tremellomycetes,96,Tremellales,96,Tremellales_Incertae sedis,96,Kockovaella,95,,52,492
ASV493,ASV493,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Schizothyriaceae,100,Zygophiala,100,,52,493
ASV494,ASV494,+,Fungi,100,,67,,27,,26,,22,,22,,18,494
ASV496,ASV496,+,Fungi,100,Ascomycota,94,Dothideomycetes,91,Pleosporales,87,Phaeosphaeriaceae,78,,23,,23,496
ASV497,ASV497,+,Fungi,100,Ascomycota,99,Dothideomycetes,99,,68,,57,,39,,38,497
ASV498,ASV498,+,Fungi,100,Basidiomycota,98,Agaricostilbomycetes,84,Agaricostilbales,84,Chionosphaeraceae,84,Kurtzmanomyces,84,,48,498
ASV499,ASV499,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Phaeosphaeriaceae,84,Phaeosphaeria,84,Phaeosphaeria sp 1 MM_2012,72,499
ASV503,ASV503,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Cochliobolus,100,Cochliobolus intermedius,99,503
ASV506,ASV506,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Montagnulaceae,100,Paraphaeosphaeria,100,Paraphaeosphaeria michotii,100,506
ASV507,ASV507,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Xylariales,100,Amphisphaeriaceae,100,Pestalotiopsis,100,Pestalotiopsis aquatica,90,507
ASV509,ASV509,+,Fungi,100,Basidiomycota,78,,55,,54,,46,,46,,14,509
ASV510,ASV510,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Capnodiales,100,Mycosphaerellaceae,100,Mycosphaerella,98,,61,510
ASV511,ASV511,+,Fungi,100,Ascomycota,94,Dothideomycetes,93,Pleosporales,91,Phaeosphaeriaceae,76,,57,,36,511
ASV513,ASV513,+,Fungi,100,Basidiomycota,100,Ustilaginomycetes,100,Ustilaginales,100,Ustilaginaceae,100,Pseudozyma,97,Pseudozyma tsukubaensis,97,513
ASV515,ASV515,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Trichosphaeriales,100,Trichosphaeriales_Incertae sedis,100,Khuskia,90,,46,515
ASV516,ASV516,+,Fungi,100,Ascomycota,81,,29,,16,,16,,14,,14,516
ASV520,ASV520,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Leptosphaeriaceae,100,Paraphoma,100,Paraphoma chrysanthemicola,100,520
ASV522,ASV522,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Xylariales,100,Xylariales_Incertae sedis,100,Phomatospora,100,Dinemasporium strigosum,100,522
ASV523,ASV523,+,Fungi,100,Ascomycota,92,,41,,37,,25,,14,,2,523
ASV524,ASV524,+,Fungi,100,Ascomycota,81,,23,,17,,17,,11,,7,524
ASV525,ASV525,+,Fungi,100,Ascomycota,100,Sordariomycetes,100,Sordariomycetidae_Incertae sedis,100,Glomerellaceae,100,Glomerella,100,,67,525
ASV527,ASV527,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Taphrina,92,,35,527
ASV528,ASV528,+,Fungi,100,Ascomycota,100,Taphrinomycetes,100,Taphrinales,100,Taphrinaceae,100,Lalaria,100,Lalaria inositophila,100,528
ASV531,ASV531,+,Fungi,100,Ascomycota,94,,31,,31,,19,,19,,11,531
ASV532,ASV532,+,Fungi,100,Ascomycota,100,Dothideomycetes,100,Pleosporales,100,Pleosporaceae,100,Cochliobolus,96,Bipolaris spicifera,92,532
ASV534,ASV534,+,Fungi,100,Basidiomycota,99,Cystobasidiomycetes,89,Cystobasidiales,89,Cystobasidiaceae,89,Occultifur,89,Occultifur externus,89,534
